row_label_raw,row_label_full,col_0,Vốn đầu tư của chủ sở hữu,Thặng dư vốn cổ phần,Quyền chọn c.dối trái phiếu,Vốn khác của chủ sở hữu,CL tỷ giá hối đoái,Quỹ đầu tư phát triển,Quỹ dự phòng tài chính,LN sau thuế chưa phân phối,numeric__Vốn đầu tư của chủ sở hữu,numeric__Thặng dư vốn cổ phần,numeric__Quyền chọn c.dối trái phiếu,numeric__Vốn khác của chủ sở hữu,numeric__CL tỷ giá hối đoái,numeric__Quỹ đầu tư phát triển,numeric__Quỹ dự phòng tài chính,numeric__LN sau thuế chưa phân phối
Số dư tại 01/01/2014,Số dư tại 01/01/2014,Số dư tại 01/01/2014,697.448.980.000,49.922.262.000,-,-,-,13.778.680.446,4.329.972.378,43.001.361.482,697448980000.0,49922262000.0,,,,13778680446.0,4329972378.0,43001361482.0
Tăng trong kỳ,Tăng trong kỳ,Tăng trong kỳ,795.086.100.000,-,-,-,-,-,-,54.023.571.963,795086100000.0,,,,,,,54023571963.0
Giảm trong kỳ,Giảm trong kỳ,Giảm trong kỳ,-,49.103.180.000,-,-,-,6.974.110.000,-,42.859.183.520,,49103180000.0,,,,6974110000.0,,42859183520.0
Số dư tại 31/12/2014,Số dư tại 31/12/2014,Số dư tại 31/12/2014,1.492.535.080.000,819.082.000,-,-,-,6.804.570.446,4.329.972.378,54.165.749.925,1492535080000.0,819082000.0,,,,6804570446.0,4329972378.0,54165749925.0
Chuyển số dư (*),Chuyển số dư (*),Chuyển số dư (*),,,,,,4.329.972.378,(4.329.972.378),,,,,,,4329972378.0,-4329972378.0,
Số dư tại 01/01/2015,Số dư tại 01/01/2015,Số dư tại 01/01/2015,1.492.535.080.000,819.082.000,-,-,-,11.134.542.824,,54.165.749.925,1492535080000.0,819082000.0,,,,11134542824.0,,54165749925.0
Tăng trong kỳ,Tăng trong kỳ,Tăng trong kỳ,199.326.090.000,49.831.522.500,94.188.783.378,8.977.680.000,10.031.813.727,-,-,82.680.971.121,199326090000.0,49831522500.0,94188783378.0,8977680000.0,10031813727.0,,,82680971121.0
Giảm trong kỳ,Giảm trong kỳ,Giảm trong kỳ,-,722.500.000,-,-,-,-,-,3.366.644.162,,722500000.0,,,,,,3366644162.0
Số dư tại 31/12/2015,Số dư tại 31/12/2015,Số dư tại 31/12/2015,1.691.861.170.000,49.928.104.500,94.188.783.378,8.977.680.000,10.031.813.727,11.134.542.824,,133.480.076.884,1691861170000.0,49928104500.0,94188783378.0,8977680000.0,10031813727.0,11134542824.0,,133480076884.0
