row_label_raw,row_label_full,Lợi nhuận năm trước chuyển sang,Năm 2015 > 54.165.749.925,Năm 2014 > 43.001.361.482,numeric__Năm 2015 > 54.165.749.925,numeric__Năm 2014 > 43.001.361.482
Lợi nhuận sau thuế thu nhập doanh nghiệp,Lợi nhuận sau thuế thu nhập doanh nghiệp,Lợi nhuận sau thuế thu nhập doanh nghiệp,82.680.971.121,52.796.969.817,82680971121.0,52796969817.0
Các khoản tăng/giảm lợi nhuận sau thuế,Các khoản tăng/giảm lợi nhuận sau thuế,Các khoản tăng/giảm lợi nhuận sau thuế,(3.366.644.162),1.226.602.146,-3366644162.0,1226602146.0
Phân phối lợi nhuận năm trước,Phân phối lợi nhuận năm trước,Phân phối lợi nhuận năm trước,-,42.859.183.520,,42859183520.0
"- Trích quỹ khen thưởng, phúc lợi","- Trích quỹ khen thưởng, phúc lợi","- Trích quỹ khen thưởng, phúc lợi",-,1.014.973.520,,1014973520.0
- Trả cổ tức bằng cổ phiếu,- Trả cổ tức bằng cổ phiếu,- Trả cổ tức bằng cổ phiếu,-,41.844.210.000,,41844210000.0
Tạm phân phối lợi nhuận năm nay,Tạm phân phối lợi nhuận năm nay,Tạm phân phối lợi nhuận năm nay,-,-,,
Lợi nhuận sau thuế chưa phân phối cuối kỳ,Tạm phân phối lợi nhuận năm nay > Lợi nhuận sau thuế chưa phân phối cuối kỳ,Lợi nhuận sau thuế chưa phân phối cuối kỳ,133.480.076.884,54.165.749.925,133480076884.0,54165749925.0
