row_label_raw,row_label_full,TÀI SẢN,Mã số,Thuyết minh,31/12/2015 VND,01/01/2015 VND,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2015 VND,numeric__01/01/2015 VND
IV. Hàng tồn kho,IV. Hàng tồn kho,IV. Hàng tồn kho,140,13,535.383.509.352,381.765.003.773,140.0,13.0,535383509352.0,381765003773.0
1. Hàng tồn kho,1. Hàng tồn kho,1. Hàng tồn kho,141,,555.758.377.420,381.765.003.773,141.0,,555758377420.0,381765003773.0
2. Dự phòng giảm giá hàng tồn kho,2. Dự phòng giảm giá hàng tồn kho,2. Dự phòng giảm giá hàng tồn kho,149,,(20.374.868.068),-,149.0,,-20374868068.0,
V. Tài sản ngắn hạn khác,V. Tài sản ngắn hạn khác,V. Tài sản ngắn hạn khác,150,,18.916.443.005,37.786.888.209,150.0,,18916443005.0,37786888209.0
1. Chi phí trả trước ngắn hạn,1. Chi phí trả trước ngắn hạn,1. Chi phí trả trước ngắn hạn,151,14.a,1.201.639.542,965.104.142,151.0,,1201639542.0,965104142.0
2. Thuế GTGT được khấu trừ,2. Thuế GTGT được khấu trừ,2. Thuế GTGT được khấu trừ,152,,17.209.941.556,36.783.351.157,152.0,,17209941556.0,36783351157.0
3. Thuế và các khoản khác phải thu Nhà nước,3. Thuế và các khoản khác phải thu Nhà nước,3. Thuế và các khoản khác phải thu Nhà nước,153,22.a,504.861.907,38.432.910,153.0,,504861907.0,38432910.0
B. TÀI SẢN DÀI HẠN,B. TÀI SẢN DÀI HẠN,B. TÀI SẢN DÀI HẠN,200,,3.680.221.906.917,2.205.182.919.630,200.0,,3680221906917.0,2205182919630.0
I. Các khoản phải thu dài hạn,I. Các khoản phải thu dài hạn,I. Các khoản phải thu dài hạn,210,,182.708.702.723,219.660.747.218,210.0,,182708702723.0,219660747218.0
1. Phải thu về cho vay dài hạn,1. Phải thu về cho vay dài hạn,1. Phải thu về cho vay dài hạn,215,10.b,157.343.713.318,219.267.747.218,215.0,,157343713318.0,219267747218.0
2. Phải thu dài hạn khác,2. Phải thu dài hạn khác,2. Phải thu dài hạn khác,216,11.b,25.364.989.405,393.000.000,216.0,,25364989405.0,393000000.0
II. Tài sản cố định,II. Tài sản cố định,II. Tài sản cố định,220,,2.536.676.671.940,222.422.233.560,220.0,,2536676671940.0,222422233560.0
1. Tài sản cố định hữu hình,1. Tài sản cố định hữu hình,1. Tài sản cố định hữu hình,221,15,2.472.217.311.059,168.282.323.695,221.0,15.0,2472217311059.0,168282323695.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,222,,2.837.238.847.437,221.982.830.756,222.0,,2837238847437.0,221982830756.0
- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,223,,(365.021.536.378),(53.700.507.061),223.0,,-365021536378.0,-53700507061.0
2. Tài sản cố định vô hình,2. Tài sản cố định vô hình,2. Tài sản cố định vô hình,227,16,64.459.360.881,54.139.909.865,227.0,16.0,64459360881.0,54139909865.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,228,,166.169.051.175,54.585.204.763,228.0,,166169051175.0,54585204763.0
- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,229,,(101.709.690.294),(445.294.898),229.0,,-101709690294.0,-445294898.0
III. Bất động sản đầu tư,III. Bất động sản đầu tư,III. Bất động sản đầu tư,230,17,108.928.078.646,112.863.719.865,230.0,17.0,108928078646.0,112863719865.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,231,,121.311.884.456,124.210.456.151,231.0,,121311884456.0,124210456151.0
- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,232,,(12.383.805.810),(11.346.736.286),232.0,,-12383805810.0,-11346736286.0
IV. Tài sản dở dang dài hạn,IV. Tài sản dở dang dài hạn,IV. Tài sản dở dang dài hạn,240,,460.347.766.841,1.552.703.097.068,240.0,,460347766841.0,1552703097068.0
"1. Chi phí sản xuất, kinh doanh dở dang dài hạn","1. Chi phí sản xuất, kinh doanh dở dang dài hạn","1. Chi phí sản xuất, kinh doanh dở dang dài hạn",241,,-,-,241.0,,,
2. Chi phí xây dựng cơ bản dở dang,2. Chi phí xây dựng cơ bản dở dang,2. Chi phí xây dựng cơ bản dở dang,242,18,460.347.766.841,1.552.703.097.068,242.0,18.0,460347766841.0,1552703097068.0
V. Đầu tư tài chính dài hạn,V. Đầu tư tài chính dài hạn,V. Đầu tư tài chính dài hạn,250,,41.337.243.414,87.595.592.293,250.0,,41337243414.0,87595592293.0
"1. Đầu tư vào công ty liên doanh, liên kết","1. Đầu tư vào công ty liên doanh, liên kết","1. Đầu tư vào công ty liên doanh, liên kết",252,7.b,26.450.981.778,26.246.489.601,252.0,,26450981778.0,26246489601.0
2. Đầu tư góp vốn vào đơn vị khác,2. Đầu tư góp vốn vào đơn vị khác,2. Đầu tư góp vốn vào đơn vị khác,253,7.c,15.751.500.000,62.017.800.000,253.0,,15751500000.0,62017800000.0
3. Dự phòng đầu tư tài chính dài hạn,3. Dự phòng đầu tư tài chính dài hạn,3. Dự phòng đầu tư tài chính dài hạn,254,,(2.265.238.364),(5.068.697.308),254.0,,-2265238364.0,-5068697308.0
4. Đầu tư nằm giữ đến ngày đáo hạn,4. Đầu tư nằm giữ đến ngày đáo hạn,4. Đầu tư nằm giữ đến ngày đáo hạn,255,7.a.2,1.400.000.000,4.400.000.000,255.0,,1400000000.0,4400000000.0
VI. Tài sản dài hạn khác,VI. Tài sản dài hạn khác,VI. Tài sản dài hạn khác,260,,350.223.443.353,9.937.529.626,260.0,,350223443353.0,9937529626.0
1. Chi phí trả trước dài hạn,1. Chi phí trả trước dài hạn,1. Chi phí trả trước dài hạn,261,14.b,41.474.594.822,4.076.567.242,261.0,,41474594822.0,4076567242.0
2. Tài sản thuế thu nhập hoãn lại,2. Tài sản thuế thu nhập hoãn lại,2. Tài sản thuế thu nhập hoãn lại,262,,18.164.978.676,5.860.962.384,262.0,,18164978676.0,5860962384.0
3. Lợi thế thương mại,3. Lợi thế thương mại,3. Lợi thế thương mại,269,19,290.583.869.855,-,269.0,19.0,290583869855.0,
TỔNG CỘNG TÀI SẢN,TỔNG CỘNG TÀI SẢN,TỔNG CỘNG TÀI SẢN,270,,6.815.607.487.674,4.106.664.305.313,270.0,,6815607487674.0,4106664305313.0
