row_label_raw,row_label_full,Công ty CP Đầu tư Xây dựng Nam Nguyên,31/12/2015 > 11.127.846.159,01/01/2015 > 21.377.846.159,numeric__31/12/2015 > 11.127.846.159,numeric__01/01/2015 > 21.377.846.159
Công ty TNHH Khai thác khoáng sản Đức Sang Gia Lai,Công ty TNHH Khai thác khoáng sản Đức Sang Gia Lai,Công ty TNHH Khai thác khoáng sản Đức Sang Gia Lai,6.704.486.043,21.145.525.038,6704486043.0,21145525038.0
Công ty Cổ phần Bamboo Capital,Công ty Cổ phần Bamboo Capital,Công ty Cổ phần Bamboo Capital,15.400.000.000,14.200.000.000,15400000000.0,14200000000.0
Công ty CP Công nghiệp Khai thác CB Đá Tây Nguyên,Công ty CP Công nghiệp Khai thác CB Đá Tây Nguyên,Công ty CP Công nghiệp Khai thác CB Đá Tây Nguyên,95.519.648.768,-,95519648768.0,
Công ty TNHH MTV Việt Gia Phát,Công ty TNHH MTV Việt Gia Phát,Công ty TNHH MTV Việt Gia Phát,17.425.837.772,-,17425837772.0,
Các đối tượng khác,Các đối tượng khác,Các đối tượng khác,50.801.472.312,36.015.589.762,50801472312.0,36015589762.0
Cộng,Cộng,Cộng,196.979.291.054,92.738.960.959,196979291054.0,92738960959.0
