row_label_raw,row_label_full,CHỈ TIÊU,Mã số,Thuyết minh,Năm 2015 VND,Năm 2014 VND,numeric__Mã số,numeric__Thuyết minh,numeric__Năm 2015 VND,numeric__Năm 2014 VND
1. Doanh thu bán hàng và cung cấp dịch vụ,1. Doanh thu bán hàng và cung cấp dịch vụ,1. Doanh thu bán hàng và cung cấp dịch vụ,01,31,1.645.084.969.683,1.005.809.203.566,1.0,31.0,1645084969683.0,1005809203566.0
2. Các khoản giảm trừ doanh thu,2. Các khoản giảm trừ doanh thu,2. Các khoản giảm trừ doanh thu,02,32,7.369.879.408,-,2.0,32.0,7369879408.0,
3. Doanh thu thuần về bán hàng và c.cấp dịch vụ,3. Doanh thu thuần về bán hàng và c.cấp dịch vụ,3. Doanh thu thuần về bán hàng và c.cấp dịch vụ,10,,1.637.715.090.275,1.005.809.203.566,10.0,,1637715090275.0,1005809203566.0
4. Giá vốn hàng bán,4. Giá vốn hàng bán,4. Giá vốn hàng bán,11,33,1.481.048.765.115,900.026.622.354,11.0,33.0,1481048765115.0,900026622354.0
5. Lợi nhuận gộp bán hàng và c.cấp dịch vụ,5. Lợi nhuận gộp bán hàng và c.cấp dịch vụ,5. Lợi nhuận gộp bán hàng và c.cấp dịch vụ,20,,156.666.325.160,105.782.581.212,20.0,,156666325160.0,105782581212.0
6. Doanh thu hoạt động tài chính,6. Doanh thu hoạt động tài chính,6. Doanh thu hoạt động tài chính,21,34,104.493.457.068,80.695.375.782,21.0,34.0,104493457068.0,80695375782.0
7. Chi phí tài chính,7. Chi phí tài chính,7. Chi phí tài chính,22,35,159.455.236.286,103.283.314.270,22.0,35.0,159455236286.0,103283314270.0
Trong đó: Chi phí lãi vay,Trong đó: Chi phí lãi vay,Trong đó: Chi phí lãi vay,23,,162.207.084.144,101.318.290.886,23.0,,162207084144.0,101318290886.0
"8. Lãi hoặc lỗ trong công ty liên kết, l.doanh","8. Lãi hoặc lỗ trong công ty liên kết, l.doanh","8. Lãi hoặc lỗ trong công ty liên kết, l.doanh",24,,204.492.177,(48.160.527),24.0,,204492177.0,-48160527.0
9. Chi phí bán hàng,9. Chi phí bán hàng,9. Chi phí bán hàng,25,36.a,14.521.100.051,2.394.767.348,25.0,,14521100051.0,2394767348.0
10. Chi phí quản lý doanh nghiệp,10. Chi phí quản lý doanh nghiệp,10. Chi phí quản lý doanh nghiệp,26,36.b,64.186.030.221,33.322.592.570,26.0,,64186030221.0,33322592570.0
11. Lợi nhuận thuần từ hoạt động kinh doanh,11. Lợi nhuận thuần từ hoạt động kinh doanh,11. Lợi nhuận thuần từ hoạt động kinh doanh,30,,23.201.907.847,47.429.122.279,30.0,,23201907847.0,47429122279.0
12. Thu nhập khác,12. Thu nhập khác,12. Thu nhập khác,31,37,64.029.845.334,7.172.215.253,31.0,37.0,64029845334.0,7172215253.0
13. Chi phí khác,13. Chi phí khác,13. Chi phí khác,32,38,4.422.348.561,1.991.845.218,32.0,38.0,4422348561.0,1991845218.0
14. Lợi nhuận khác,14. Lợi nhuận khác,14. Lợi nhuận khác,40,,59.607.496.773,5.180.370.035,40.0,,59607496773.0,5180370035.0
15. Tổng lợi nhuận kế toán trước thuế,15. Tổng lợi nhuận kế toán trước thuế,15. Tổng lợi nhuận kế toán trước thuế,50,,82.809.404.620,52.609.492.314,50.0,,82809404620.0,52609492314.0
16. Chi phí thuế TNDN hiện hành,16. Chi phí thuế TNDN hiện hành,16. Chi phí thuế TNDN hiện hành,51,39,7.073.815.733,5.002.675.960,51.0,39.0,7073815733.0,5002675960.0
17. Chi phí thuế TNDN hoãn lại,17. Chi phí thuế TNDN hoãn lại,17. Chi phí thuế TNDN hoãn lại,52,,(5.325.788.529),(6.660.670.910),52.0,,-5325788529.0,-6660670910.0
18. Lợi nhuận sau thuế TNDN,18. Lợi nhuận sau thuế TNDN,18. Lợi nhuận sau thuế TNDN,60,,81.061.377.416,54.267.487.264,60.0,,81061377416.0,54267487264.0
19. Lợi nhuận sau thuế của cổ đông công ty mẹ,19. Lợi nhuận sau thuế của cổ đông công ty mẹ,19. Lợi nhuận sau thuế của cổ đông công ty mẹ,61,,82.680.971.121,52.796.969.817,61.0,,82680971121.0,52796969817.0
20. Lợi nhuận sau thuế của cổ đông không kiểm soát,20. Lợi nhuận sau thuế của cổ đông không kiểm soát,20. Lợi nhuận sau thuế của cổ đông không kiểm soát,62,,(1.619.593.705),1.470.517.447,62.0,,-1619593705.0,1470517447.0
21. Lãi cơ bản trên cổ phiếu,21. Lãi cơ bản trên cổ phiếu,21. Lãi cơ bản trên cổ phiếu,70,40,522,533,70.0,40.0,522.0,533.0
22. Lãi suy giảm trên cổ phiếu,22. Lãi suy giảm trên cổ phiếu,22. Lãi suy giảm trên cổ phiếu,71,40,522,533,71.0,40.0,522.0,533.0
