row_label_raw,row_label_full,Giá trị đầu kỳ,31/12/2015 > -,01/01/2015 > -,numeric__31/12/2015 > -,numeric__01/01/2015 > -
Tăng do hợp nhất,Tăng do hợp nhất,Tăng do hợp nhất,295.205.416.464,-,295205416464.0,
Phân bổ trong kỳ,Phân bổ trong kỳ,Phân bổ trong kỳ,13.809.124.552,-,13809124552.0,
Ảnh hưởng do chuyển đổi báo cáo,Ảnh hưởng do chuyển đổi báo cáo,Ảnh hưởng do chuyển đổi báo cáo,9.187.577.943,-,9187577943.0,
Giá trị cuối kỳ,Giá trị cuối kỳ,Giá trị cuối kỳ,290.583.869.855,-,290583869855.0,
