row_label_raw,row_label_full,"I. Tổng số cán bộ, công nhân viên bình quân trong năm (người)",Năm nay > 24.076,Năm trước > 23.635,numeric__Năm nay > 24.076,numeric__Năm trước > 23.635
"II. Thu nhập của cán bộ, công nhân viên (triệu đồng)","II. Thu nhập của cán bộ, công nhân viên (triệu đồng)","II. Thu nhập của cán bộ, công nhân viên (triệu đồng)",,,,
1. Tổng thu nhập,"II. Thu nhập của cán bộ, công nhân viên (triệu đồng) > 1. Tổng thu nhập",1. Tổng thu nhập,7.580.110,7.802.235,7580110.0,7802235.0
2. Thu nhập bình quân tháng,"II. Thu nhập của cán bộ, công nhân viên (triệu đồng) > 2. Thu nhập bình quân tháng",2. Thu nhập bình quân tháng,"26,24","27,51",26.24,27.51
