row_label_raw,row_label_full,col_0,Nguyên giá/Giá hợp lýkhi ghi nhậnban đầu,Giá trịkhấu haolũy kế,Giá trị còn lại,numeric__Nguyên giá/Giá hợp lýkhi ghi nhậnban đầu,numeric__Giá trịkhấu haolũy kế,numeric__Giá trị còn lại
,,,Triệu VND,Triệu VND,Triệu VND,,,
"TSCĐ vô hình, chiểm tỷ trọng lớn trongtổng tài sản","TSCĐ vô hình, chiểm tỷ trọng lớn trongtổng tài sản","TSCĐ vô hình, chiểm tỷ trọng lớn trongtổng tài sản",4.090.121,925.462,3.164.659,4090121.0,925462.0,3164659.0
Nguyên giá của TSCĐ vô hình khấu haohết nhưng vẫn còn sử dụng,Nguyên giá của TSCĐ vô hình khấu haohết nhưng vẫn còn sử dụng,Nguyên giá của TSCĐ vô hình khấu haohết nhưng vẫn còn sử dụng,701.970,701.970,-,701970.0,701970.0,
Giá trị còn lại của TSCĐ vô hình đang chở thanh lý,Giá trị còn lại của TSCĐ vô hình đang chở thanh lý,Giá trị còn lại của TSCĐ vô hình đang chở thanh lý,74,74,-,74.0,74.0,
