row_label_raw,row_label_full,Bên liên quan,Số dư,Phải thu,(Phải trả),numeric__Số dư,numeric__Phải thu,numeric__(Phải trả)
,,,,Triệu VND,Triệu VND,,,
Đại diện chủ sở hữu (NHNN),Đại diện chủ sở hữu (NHNN),Đại diện chủ sở hữu (NHNN),- Tiền gửi của BIDV tại đại diện chủ sở hữu,45.462.011,-,,45462011.0,
Đại diện chủ sở hữu (NHNN),Đại diện chủ sở hữu (NHNN),Đại diện chủ sở hữu (NHNN),- Các khoản vay từ đại diện chủ sở hữu,-,(9.932.347),,,-9932347.0
Bên liên quan của chủ sở hữu (BTC và KBNN),Bên liên quan của chủ sở hữu (BTC và KBNN),Bên liên quan của chủ sở hữu (BTC và KBNN),- Tiền gửi của bên liên quan của chủ sở hữu tại BIDV,-,(2.786.662),,,-2786662.0
Cổ đông chiến lược,Cổ đông chiến lược,Cổ đông chiến lược,- Tiền gửi của BIDV tại cổ đông chiến lược,1.049.382,-,,1049382.0,
Cổ đông chiến lược,Cổ đông chiến lược,Cổ đông chiến lược,- Tiền gửi tại BIDV của cổ đông chiến lược,-,(44.307),,,-44307.0
Các công ty con,Các công ty con,Các công ty con,- Tiền gửi tại BIDV của các công ty con,-,(3.877.656),,,-3877656.0
Các công ty con,Các công ty con,Các công ty con,- Tiền vay từ BIDV của các công ty con,580.000,-,,580000.0,
Các công ty con,Các công ty con,Các công ty con,- Tiền gửi của BIDV tại các công ty con,6.459.733,-,,6459733.0,
Các công ty con,Các công ty con,Các công ty con,- Tiền BIDV vay của các công ty con,-,(4.361),,,-4361.0
Các công ty con,Các công ty con,Các công ty con,- Phải thu các công ty con,272.000,-,,272000.0,
Các công ty liên doanh,Các công ty liên doanh,Các công ty liên doanh,- Tiền gửi của các công ty liên doanh,-,(2.676.980),,,-2676980.0
Các công ty liên doanh,Các công ty liên doanh,Các công ty liên doanh,- Tiền gửi của BIDV tại các công ty liên doanh,814.885,-,,814885.0,
Các công ty liên doanh,Các công ty liên doanh,Các công ty liên doanh,- Tiền vay từ BIDV của các công ty liên doanh,403.374,-,,403374.0,
Các công ty liên kết,Các công ty liên kết,Các công ty liên kết,- Tiền gửi tại BIDV của các công ty liên kết,-,(831.003),,,-831003.0
Các công ty liên kết,Các công ty liên kết,Các công ty liên kết,- Tiền vay từ BIDV của các công ty liên kết,487.520,-,,487520.0,
