row_label_raw,row_label_full,col_0,Thuyết minh,Năm nay,Năm trước,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
Những thay đối về tài sản hoạt động,Những thay đối về tài sản hoạt động,Những thay đối về tài sản hoạt động,Những thay đối về tài sản hoạt động,Những thay đối về tài sản hoạt động,Những thay đối về tài sản hoạt động,,,
(Tăng)/Giảm các khoản tiền và cho vay các TCTD khác,Những thay đối về tài sản hoạt động > (Tăng)/Giảm các khoản tiền và cho vay các TCTD khác,(Tăng)/Giảm các khoản tiền và cho vay các TCTD khác,,(15.790.491),9.620.365,,-15790491.0,9620365.0
Giảm/(Tăng) các khoản về kinh doanh chứng khoán,Những thay đối về tài sản hoạt động > Giảm/(Tăng) các khoản về kinh doanh chứng khoán,Giảm/(Tăng) các khoản về kinh doanh chứng khoán,,14.117.938,(8.778.049),,14117938.0,-8778049.0
(Tăng) các công cụ tài chính phải sinh và các tài sản/công nợ tài chính khác,Những thay đối về tài sản hoạt động > (Tăng) các công cụ tài chính phải sinh và các tài sản/công nợ tài chính khác,(Tăng) các công cụ tài chính phải sinh và các tài sản/công nợ tài chính khác,,(75.803),(19.410),,-75803.0,-19410.0
(Tăng) các khoản cho vay khách hàng,Những thay đối về tài sản hoạt động > (Tăng) các khoản cho vay khách hàng,(Tăng) các khoản cho vay khách hàng,,(97.127.408),(126.099.803),,-97127408.0,-126099803.0
"(Giảm) nguồn dự phòng để bù đắp tổn thất các khoản nợ xấu, trái phiếu doanh nghiệp và trái phiếu đặc biệt","Những thay đối về tài sản hoạt động > (Giảm) nguồn dự phòng để bù đắp tổn thất các khoản nợ xấu, trái phiếu doanh nghiệp và trái phiếu đặc biệt","(Giảm) nguồn dự phòng để bù đắp tổn thất các khoản nợ xấu, trái phiếu doanh nghiệp và trái phiếu đặc biệt","12, 13.5, 13.6",(25.027.440),(19.386.840),,-25027440.0,-19386840.0
Giảm/(Tăng) khác về tài sản hoạt động,Những thay đối về tài sản hoạt động > Giảm/(Tăng) khác về tài sản hoạt động,Giảm/(Tăng) khác về tài sản hoạt động,,146.365,(650.504),,146365.0,-650504.0
Những thay đối về công nợ hoạt động,Những thay đối về công nợ hoạt động,Những thay đối về công nợ hoạt động,Những thay đối về công nợ hoạt động,Những thay đối về công nợ hoạt động,Những thay đối về công nợ hoạt động,,,
(Giảm) các khoản nợ Chính phủ và NHNN,Những thay đối về công nợ hoạt động > (Giảm) các khoản nợ Chính phủ và NHNN,(Giảm) các khoản nợ Chính phủ và NHNN,,(4.365.453),(14.945.096),,-4365453.0,-14945096.0
"Tăng/(Giảm) các khoản tiền gửi, tiền vay các TCTD khác","Những thay đối về công nợ hoạt động > Tăng/(Giảm) các khoản tiền gửi, tiền vay các TCTD khác","Tăng/(Giảm) các khoản tiền gửi, tiền vay các TCTD khác",,6.704.784,(3.319.137),,6704784.0,-3319137.0
Tăng tiền gửi của khách hàng (bao gồm cả KBNN),Những thay đối về công nợ hoạt động > Tăng tiền gửi của khách hàng (bao gồm cả KBNN),Tăng tiền gửi của khách hàng (bao gồm cả KBNN),,23.405.087,140.610.974,,23405087.0,140610974.0
Tăng phát hành giấy tờ có giá (ngoại trừ giấy tờ có giá phát hành được tính vào hoạt động tài chính),Những thay đối về công nợ hoạt động > Tăng phát hành giấy tờ có giá (ngoại trừ giấy tờ có giá phát hành được tính vào hoạt động tài chính),Tăng phát hành giấy tờ có giá (ngoại trừ giấy tờ có giá phát hành được tính vào hoạt động tài chính),,414.330,22.981.001,,414330.0,22981001.0
"Tăng các nguồn vốn tài trợ, ủy thác đầu tư, cho vay mà TCTD chịu rủi ro","Những thay đối về công nợ hoạt động > Tăng các nguồn vốn tài trợ, ủy thác đầu tư, cho vay mà TCTD chịu rủi ro","Tăng các nguồn vốn tài trợ, ủy thác đầu tư, cho vay mà TCTD chịu rủi ro",,466.849,90.225,,466849.0,90225.0
(Giảm) khác về công nợ hoạt động,Những thay đối về công nợ hoạt động > (Giảm) khác về công nợ hoạt động,(Giảm) khác về công nợ hoạt động,,(1.888.554),(505.811),,-1888554.0,-505811.0
Chi từ quỹ của tổ chức tín dụng,Những thay đối về công nợ hoạt động > Chi từ quỹ của tổ chức tín dụng,Chi từ quỹ của tổ chức tín dụng,24,(198),(379),24.0,-198.0,-379.0
Lưu chuyển tiền thuần từ hoạt động kinh doanh,Những thay đối về công nợ hoạt động > Lưu chuyển tiền thuần từ hoạt động kinh doanh,Lưu chuyển tiền thuần từ hoạt động kinh doanh,,(68.916.733),32.165.083,,-68916733.0,32165083.0
