row_label_raw,row_label_full,col_0,Dự phòng cụ thể,Dự phòng chung,Tổng cộng,numeric__Dự phòng cụ thể,numeric__Dự phòng chung,numeric__Tổng cộng
,,,Triệu VND,Triệu VND,Triệu VND,,,
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,5.692.328,7.827.424,13.519.752,5692328.0,7827424.0,13519752.0
Số trích lập dự phòng trong năm,Số trích lập dự phòng trong năm,Số trích lập dự phòng trong năm,20.298.550,514.312,20.812.862,20298550.0,514312.0,20812862.0
"Số dự phòng đã sử dụng để xử lý rủi ro (""XLRR"") trong năm","Số dự phòng đã sử dụng để xử lý rủi ro (""XLRR"") trong năm","Số dự phòng đã sử dụng để xử lý rủi ro (""XLRR"") trong năm",(16.412.522),-,(16.412.522),-16412522.0,,-16412522.0
Khác,Khác,Khác,-,(37),(37),,-37.0,-37.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,9.578.356,8.341.699,17.920.055,9578356.0,8341699.0,17920055.0
