row_label_raw,row_label_full,STT,CHỈ TIÊU,Thuyết minh,Số cuối năm,Số đầu năm,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
A,A,A,TÀI SẢN,,,,,,,
I.,A > I.,I.,"Tiền mặt, vàng bạc, đá quý",5,11.600.808,13.521.174,,5.0,11600808.0,13521174.0
II.,A > II.,II.,Tiền gửi tại Ngân hàng Nhà nước (“NHNN”),6,45.462.011,132.246.971,,6.0,45462011.0,132246971.0
III.,A > III.,III.,Tiền gửi và cho vay các TCTD khác,7,90.628.359,58.434.946,,7.0,90628359.0,58434946.0
1.,A > 1.,1.,Tiền gửi tại TCTD khác,,66.896.194,47.588.369,,,66896194.0,47588369.0
2.,A > 2.,2.,Cho vay các TCTD khác,,23.870.946,10.992.769,,,23870946.0,10992769.0
3.,A > 3.,3.,Dự phòng rủi ro tiền gửi tại các TCTD khác và cho vay các TCTD khác,8,(138.781),(146.192),,8.0,-138781.0,-146192.0
IV.,A > IV.,IV.,Chứng khoán kinh doanh,9,9.273.418,5.445.140,,9.0,9273418.0,5445140.0
1.,A > 1.,1.,Chứng khoán kinh doanh,,9.273.542,5.445.140,,,9273542.0,5445140.0
2.,A > 2.,2.,Dự phòng rủi ro chứng khoán kinh doanh,,(124),-,,,-124.0,
V.,A > V.,V.,Các công cụ tài chính phải sinh và các tài sản tài chính khác,10,167.933,92.130,,10.0,167933.0,92130.0
VI.,A > VI.,VI.,Cho vay khách hàng,,1.160.763.403,1.068.036.298,,,1160763403.0,1068036298.0
1.,A > 1.,1.,Cho vay khách hàng,11,1.178.683.458,1.081.556.050,,11.0,1178683458.0,1081556050.0
2.,A > 2.,2.,Dự phòng rủi ro cho vay khách hàng,12,(17.920.055),(13.519.752),,12.0,-17920055.0,-13519752.0
VII.,A > VII.,VII.,Chứng khoán đầu tư,13,122.506.670,136.326.360,,13.0,122506670.0,136326360.0
1.,A > 1.,1.,Chứng khoán đầu tư sẵn sàng để bán,,111.904.314,121.512.199,,,111904314.0,121512199.0
2.,A > 2.,2.,Chứng khoán đầu tư giữ đến ngày đáo hạn,,11.150.932,21.579.777,,,11150932.0,21579777.0
3.,A > 3.,3.,Dự phòng rủi ro chứng khoán đầu tư,,(548.576),(6.765.616),,,-548576.0,-6765616.0
VIII.,A > VIII.,VIII.,"Góp vốn, đầu tư dài hạn",14,7.887.882,7.889.074,,14.0,7887882.0,7889074.0
1.,A > 1.,1.,Đầu tư vào công ty con,14.1,5.829.534,5.829.534,,141.0,5829534.0,5829534.0
2.,A > 2.,2.,Vốn góp liên doanh,14.2,1.970.143,1.970.143,,142.0,1970143.0,1970143.0
3.,A > 3.,3.,Đầu tư vào công ty liên kết,14.3,244.207,244.207,,143.0,244207.0,244207.0
4.,A > 4.,4.,"Góp vốn, đầu tư dài hạn khác",,153.750,153.750,,,153750.0,153750.0
5.,A > 5.,5.,Dự phòng giảm giá đầu tư dài hạn,14.4,(309.752),(308.560),,144.0,-309752.0,-308560.0
IX.,A > IX.,IX.,Tài sản cố định,15,9.559.041,9.717.087,,15.0,9559041.0,9717087.0
1.,A > 1.,1.,Tài sản cố định hữu hình,15.1,5.464.135,5.576.846,,151.0,5464135.0,5576846.0
a.,A > a.,a.,Nguyên giá tài sản cố định,,11.952.507,11.432.080,,,11952507.0,11432080.0
b.,A > b.,b.,Hao mòn tài sản cố định,,(6.488.372),(5.855.234),,,-6488372.0,-5855234.0
2.,A > 2.,2.,Tài sản cố định thuê tài chính,15.2,6.531,10.685,,152.0,6531.0,10685.0
a.,A > a.,a.,Nguyên giá tài sản cố định,,84.532,90.080,,,84532.0,90080.0
b.,A > b.,b.,Hao mòn tài sản cố định,,(78.001),(79.395),,,-78001.0,-79395.0
3.,A > 3.,3.,Tài sản cố định vô hình,15.3,4.088.375,4.129.556,,153.0,4088375.0,4129556.0
a.,A > a.,a.,Nguyên giá tài sản cố định,,5.670.965,5.537.894,,,5670965.0,5537894.0
b.,A > b.,b.,Hao mòn tài sản cố định,,(1.582.590),(1.408.338),,,-1582590.0,-1408338.0
X.,A > X.,X.,Tài sản Có khác,16,19.429.323,19.888.859,,16.0,19429323.0,19888859.0
1.,A > 1.,1.,Các khoản phải thu,,7.944.875,7.385.615,,,7944875.0,7385615.0
2.,A > 2.,2.,"Các khoản lãi, phí phải thu",,10.325.495,10.875.744,,,10325495.0,10875744.0
3.,A > 3.,3.,Tài sản thuế thu nhập doanh nghiệp hoãn lại,,950,1.002,,,950.0,1002.0
4.,A > 4.,4.,Tài sản Có khác,,1.558.054,2.026.558,,,1558054.0,2026558.0
5.,A > 5.,5.,Dự phòng rủi ro cho các tài sản Có nội bằng khác,,(400.051),(400.060),,,-400051.0,-400060.0
,,,TỔNG TÀI SẢN,,1.477.278.848,1.451.598.039,,,1477278848.0,1451598039.0
