row_label_raw,row_label_full,Bên liên quan,Các giao dịch,Triệu VND,numeric__Các giao dịch,numeric__Triệu VND
Đại diện chủ sở hữu (NHNN),Đại diện chủ sở hữu (NHNN),Đại diện chủ sở hữu (NHNN),- (Giảm) tiền gửi của BIDV tại đại diện chủ sở hữu,(86.784.960),,-86784960.0
Đại diện chủ sở hữu (NHNN),Đại diện chủ sở hữu (NHNN),Đại diện chủ sở hữu (NHNN),- Tăng các khoản vay từ đại diện chủ sở hữu,170.765,,170765.0
Bên liên quan của chủ sở hữu (BTC và KBNN),Bên liên quan của chủ sở hữu (BTC và KBNN),Bên liên quan của chủ sở hữu (BTC và KBNN),- (Giảm) tiền gửi của bên liên quan của chủ sở hữu tại BIDV,(92.168.141),,-92168141.0
Cổ đông chiến lược,Cổ đông chiến lược,Cổ đông chiến lược,- Tăng tiền gửi của BIDV tại cổ đông chiến lược,981.751,,981751.0
Cổ đông chiến lược,Cổ đông chiến lược,Cổ đông chiến lược,- (Giảm) tiền gửi tại BIDV của cổ đông chiến lược,(5.789),,-5789.0
Cổ đông chiến lược,Cổ đông chiến lược,Cổ đông chiến lược,- (Giảm) tiền BIDV vay cổ đông chiến lược,(231.700),,-231700.0
Các công ty con,Các công ty con,Các công ty con,- (Giảm) tiền gửi tại BIDV của các công ty con,(391.932),,-391932.0
Các công ty con,Các công ty con,Các công ty con,- Tăng tiền vay từ BIDV của các công ty con,295.000,,295000.0
Các công ty con,Các công ty con,Các công ty con,- Tăng tiền gửi của BIDV tại các công ty con,26.758,,26758.0
Các công ty con,Các công ty con,Các công ty con,- (Giảm) tiền vay của BIDV tại các công ty con,(1.425),,-1425.0
Các công ty con,Các công ty con,Các công ty con,- (Giảm) phải thu từ các công ty con,(48.790),,-48790.0
Các công ty liên doanh,Các công ty liên doanh,Các công ty liên doanh,- Tăng tiền gửi tại BIDV của các công ty liên doanh,691.288,,691288.0
Các công ty liên doanh,Các công ty liên doanh,Các công ty liên doanh,- (Giảm) tiền gửi của BIDV tại các công ty liên doanh,(1.233.102),,-1233102.0
Các công ty liên doanh,Các công ty liên doanh,Các công ty liên doanh,- Tăng tiền vay từ BIDV của các công ty liên doanh,305.650,,305650.0
Các công ty liên kết,Các công ty liên kết,Các công ty liên kết,- (Giảm) tiền gửi tại BIDV của các công ty liên kết,(96.270),,-96270.0
Các công ty liên kết,Các công ty liên kết,Các công ty liên kết,- (Giảm) tiền vay từ BIDV của các công ty liên kết,(123.067),,-123067.0
Chi tiết số dư lớn với các bên liên quan tại ngày 31 tháng 12 năm 2020 như sau:,Chi tiết số dư lớn với các bên liên quan tại ngày 31 tháng 12 năm 2020 như sau:,Chi tiết số dư lớn với các bên liên quan tại ngày 31 tháng 12 năm 2020 như sau:,Chi tiết số dư lớn với các bên liên quan tại ngày 31 tháng 12 năm 2020 như sau:,Chi tiết số dư lớn với các bên liên quan tại ngày 31 tháng 12 năm 2020 như sau:,,
