row_label_raw,row_label_full,col_0,Số cuối năm,Số cuối năm_1,Số đầu năm,Số đầu năm_1,numeric__Số cuối năm,numeric__Số cuối năm_1,numeric__Số đầu năm,numeric__Số đầu năm_1
,,,Giá gốc,Tỷ lệ sở hữu của Ngân hàng,Giá gốc,Tỷ lệ sở hữu của Ngân hàng,,,,
,,,Triệu VND,%,Triệu VND,%,,,,
Đầu tư vào các TCTD,Đầu tư vào các TCTD,Đầu tư vào các TCTD,Đầu tư vào các TCTD,Đầu tư vào các TCTD,Đầu tư vào các TCTD,Đầu tư vào các TCTD,,,,
VRB,Đầu tư vào các TCTD > VRB,VRB,1.505.054,"50,00",1.505.054,"50,00",1505054.0,50.0,1505054.0,50.0
Đầu tư vào TCKT,Đầu tư vào TCKT,Đầu tư vào TCKT,Đầu tư vào TCKT,Đầu tư vào TCKT,Đầu tư vào TCKT,Đầu tư vào TCKT,,,,
BIDV Tower,Đầu tư vào TCKT > BIDV Tower,BIDV Tower,115.089,"55,00",115.089,"55,00",115089.0,55.0,115089.0,55.0
BIDV Metlife,Đầu tư vào TCKT > BIDV Metlife,BIDV Metlife,350.000,"31,99",350.000,"31,99",350000.0,31.99,350000.0,31.99
,,,1.970.143,,1.970.143,,1970143.0,,1970143.0,
Dự phòng giảm giá đầu tư vào công ty liên doanh,Đầu tư vào TCKT > Dự phòng giảm giá đầu tư vào công ty liên doanh,Dự phòng giảm giá đầu tư vào công ty liên doanh,(162.600),,(157.955),,-162600.0,,-157955.0,
,,,1.807.543,,1.812.188,,1807543.0,,1812188.0,
