row_label_raw,row_label_full,col_0,Số dưđầu năm,Phát sinh trong năm > Số phải nộp,Phát sinh trong năm > Số đã nộp,Số dưcuối năm,numeric__Số dưđầu năm,numeric__Phát sinh trong năm > Số phải nộp,numeric__Phát sinh trong năm > Số đã nộp,numeric__Số dưcuối năm
,,,Triệu VND,Triệu VND,Triệu VND,Triệu VND,,,,
Thuế GTGT,Thuế GTGT,Thuế GTGT,19.290,427.117,(437.902),8.505,19290.0,427117.0,-437902.0,8505.0
Thuế TNDN,Thuế TNDN,Thuế TNDN,708.131,1.640.000,(1.985.238),362.893,708131.0,1640000.0,-1985238.0,362893.0
Các loại thuế khác,Các loại thuế khác,Các loại thuế khác,96.933,976.941,(949.609),124.265,96933.0,976941.0,-949609.0,124265.0
"Các khoản phải nộp khác vàcác khoản phí, lệ phí","Các khoản phải nộp khác vàcác khoản phí, lệ phí","Các khoản phải nộp khác vàcác khoản phí, lệ phí",172.027,20.810,(21.048),171.789,172027.0,20810.0,-21048.0,171789.0
,,,996.381,3.064.868,(3.393.797),667.452,996381.0,3064868.0,-3393797.0,667452.0
