row_label_raw,row_label_full,col_0,Số đầu năm > VNDGiá trị,Số đầu năm > VNDSố có khả năngtrả nợ,Trong năm > VNDTăng,Trong năm > VNDGiảm,Trong năm > VNDGiá trị,Số cuối năm > VNDSố có khả năngtrả nợ,numeric__Số đầu năm > VNDGiá trị,numeric__Số đầu năm > VNDSố có khả năngtrả nợ,numeric__Trong năm > VNDTăng,numeric__Trong năm > VNDGiảm,numeric__Trong năm > VNDGiá trị,numeric__Số cuối năm > VNDSố có khả năngtrả nợ
Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,100.000.000.000,100.000.000.000,170.000.000.000,100.000.000.000,170.000.000.000,170.000.000.000,100000000000.0,100000000000.0,170000000000.0,100000000000.0,170000000000.0,170000000000.0
Bà Nguyễn Thanh Bình,Bà Nguyễn Thanh Bình,Bà Nguyễn Thanh Bình,100.000.000.000,100.000.000.000,-,100.000.000.000,-,-,100000000000.0,100000000000.0,,100000000000.0,,
Ngân hàng TMCP Đầu tư và Phát triển ViệtNam - Chi nhánh Đông Hà Nội (i),Ngân hàng TMCP Đầu tư và Phát triển ViệtNam - Chi nhánh Đông Hà Nội (i),Ngân hàng TMCP Đầu tư và Phát triển ViệtNam - Chi nhánh Đông Hà Nội (i),-,-,30.000.000.000,-,30.000.000.000,30.000.000.000,,,30000000000.0,,30000000000.0,30000000000.0
Ngân hàng TMCP Việt Nam Thịnh Vượng (ii),Ngân hàng TMCP Việt Nam Thịnh Vượng (ii),Ngân hàng TMCP Việt Nam Thịnh Vượng (ii),-,-,140.000.000.000,-,140.000.000.000,140.000.000.000,,,140000000000.0,,140000000000.0,140000000000.0
,,,100.000.000.000,100.000.000.000,170.000.000.000,100.000.000.000,170.000.000.000,170.000.000.000,100000000000.0,100000000000.0,170000000000.0,100000000000.0,170000000000.0,170000000000.0
