row_label_raw,row_label_full,col_0,Số cuối năm,Số cuối năm_1,Số đầu năm,Số đầu năm_1,numeric__Số cuối năm,numeric__Số cuối năm_1,numeric__Số đầu năm,numeric__Số đầu năm_1
,,,VND,VND,VND,VND,,,,
,,,Giá trị,Số có khả năngtrà nợ,Giá trị,Số có khả năng trànợ,,,,
Công ty Cổ phần Bất động sản Ngôi Sao Toàn Cầu,Công ty Cổ phần Bất động sản Ngôi Sao Toàn Cầu,Công ty Cổ phần Bất động sản Ngôi Sao Toàn Cầu,64.541.873.140,64.541.873.140,73.318.200.742,73.318.200.742,64541873140.0,64541873140.0,73318200742.0,73318200742.0
Công ty Cổ phần Truyền thông và Giải trí Ngôi Sao Môi,Công ty Cổ phần Truyền thông và Giải trí Ngôi Sao Môi,Công ty Cổ phần Truyền thông và Giải trí Ngôi Sao Môi,38.480.514.133,38.480.514.133,17.529.688.180,17.529.688.180,38480514133.0,38480514133.0,17529688180.0,17529688180.0
Công ty Cổ phần Dịch vụ gia tăng Bất động sản Thế kỳ,Công ty Cổ phần Dịch vụ gia tăng Bất động sản Thế kỳ,Công ty Cổ phần Dịch vụ gia tăng Bất động sản Thế kỳ,5.047.738.427,5.047.738.427,-,-,5047738427.0,5047738427.0,,
Công ty Cổ phần Bất động sản Cen Sài Gòn,Công ty Cổ phần Bất động sản Cen Sài Gòn,Công ty Cổ phần Bất động sản Cen Sài Gòn,3.713.226.474,3.713.226.474,12.308.638.828,12.308.638.828,3713226474.0,3713226474.0,12308638828.0,12308638828.0
Công ty Cổ phần Nhà rè 24H,Công ty Cổ phần Nhà rè 24H,Công ty Cổ phần Nhà rè 24H,3.241.149.985,3.241.149.985,3.287.676.982,3.287.676.982,3241149985.0,3241149985.0,3287676982.0,3287676982.0
Công ty Cổ phần Tập đoàn Thế Kỳ,Công ty Cổ phần Tập đoàn Thế Kỳ,Công ty Cổ phần Tập đoàn Thế Kỳ,4.332.931.966,4.332.931.966,5.592.431.128,5.592.431.128,4332931966.0,4332931966.0,5592431128.0,5592431128.0
Các đối tượng khác,Các đối tượng khác,Các đối tượng khác,5.024.038.852,5.024.038.852,3.674.529.007,3.674.529.007,5024038852.0,5024038852.0,3674529007.0,3674529007.0
,,,124.381.472.977,124.381.472.977,115.711.164.867,115.711.164.867,124381472977.0,124381472977.0,115711164867.0,115711164867.0
Phải trả người bán là các bên liên quan(chi tiết trình bày tại Thuyết minh số 28),Phải trả người bán là các bên liên quan(chi tiết trình bày tại Thuyết minh số 28),Phải trả người bán là các bên liên quan(chi tiết trình bày tại Thuyết minh số 28),116.152.694.040,116.152.694.040,108.938.681.777,108.938.681.777,116152694040.0,116152694040.0,108938681777.0,108938681777.0
