row_label_raw,row_label_full,col_0,Số cuối nămVND,Số đầu nămVND,numeric__Số cuối nămVND,numeric__Số đầu nămVND
Phải thu khách hàng ngắn hạn,Phải thu khách hàng ngắn hạn,Phải thu khách hàng ngắn hạn,Phải thu khách hàng ngắn hạn,Phải thu khách hàng ngắn hạn,,
Công ty Cổ phần Đầu tư và Phát triển Bất động sản Thế kỳ,Phải thu khách hàng ngắn hạn > Công ty Cổ phần Đầu tư và Phát triển Bất động sản Thế kỳ,Công ty Cổ phần Đầu tư và Phát triển Bất động sản Thế kỳ,83.126.606.578,-,83126606578.0,
Công ty Cổ phần Bất động sản Ngôi sao Toàn Câu,Phải thu khách hàng ngắn hạn > Công ty Cổ phần Bất động sản Ngôi sao Toàn Câu,Công ty Cổ phần Bất động sản Ngôi sao Toàn Câu,12.591.833.641,1.420.370.425,12591833641.0,1420370425.0
Công ty cổ phần Dolphin 2 Việt Nam,Phải thu khách hàng ngắn hạn > Công ty cổ phần Dolphin 2 Việt Nam,Công ty cổ phần Dolphin 2 Việt Nam,51.292.156,-,51292156.0,
Công ty Cổ phần Bất động sản Cen Sài Gòn,Phải thu khách hàng ngắn hạn > Công ty Cổ phần Bất động sản Cen Sài Gòn,Công ty Cổ phần Bất động sản Cen Sài Gòn,27.907.200,30.535.591,27907200.0,30535591.0
Công ty Cổ phần Tập đoàn Thế kỳ,Phải thu khách hàng ngắn hạn > Công ty Cổ phần Tập đoàn Thế kỳ,Công ty Cổ phần Tập đoàn Thế kỳ,-,1.589.450.955,,1589450955.0
Công ty Cổ phần Dịch vụ gia tăng Bất động sản Thế kỳ,Phải thu khách hàng ngắn hạn > Công ty Cổ phần Dịch vụ gia tăng Bất động sản Thế kỳ,Công ty Cổ phần Dịch vụ gia tăng Bất động sản Thế kỳ,-,48.000.000,,48000000.0
,,,95.797.639.575,3.088.356.971,95797639575.0,3088356971.0
Trả trước người bán,Trả trước người bán,Trả trước người bán,Trả trước người bán,Trả trước người bán,,
Công ty Cổ phần Dịch vụ Gia tăng Bất động sản Thế kỳ,Trả trước người bán > Công ty Cổ phần Dịch vụ Gia tăng Bất động sản Thế kỳ,Công ty Cổ phần Dịch vụ Gia tăng Bất động sản Thế kỳ,-,4.783.722.658,,4783722658.0
Công ty Cổ phần Đầu tư và Phát triển Bất động sản Thế kỳ,Trả trước người bán > Công ty Cổ phần Đầu tư và Phát triển Bất động sản Thế kỳ,Công ty Cổ phần Đầu tư và Phát triển Bất động sản Thế kỳ,901.717.390,1.215.718.314,901717390.0,1215718314.0
,,,901.717.390,5.999.440.972,901717390.0,5999440972.0
Phải trả người bán ngắn hạn,Phải trả người bán ngắn hạn,Phải trả người bán ngắn hạn,Phải trả người bán ngắn hạn,Phải trả người bán ngắn hạn,,
Công ty Cổ phần Bất động sản Ngôi sao Toàn Câu,Phải trả người bán ngắn hạn > Công ty Cổ phần Bất động sản Ngôi sao Toàn Câu,Công ty Cổ phần Bất động sản Ngôi sao Toàn Câu,64.541.873.140,73.318.200.742,64541873140.0,73318200742.0
Công ty Cổ phần Truyền thông và Giải trí Ngôi sao mới,Phải trả người bán ngắn hạn > Công ty Cổ phần Truyền thông và Giải trí Ngôi sao mới,Công ty Cổ phần Truyền thông và Giải trí Ngôi sao mới,38.480.514.133,17.529.688.180,38480514133.0,17529688180.0
Công ty Cổ phần Dịch vụ Gia tăng Bất động sản Thế kỳ,Phải trả người bán ngắn hạn > Công ty Cổ phần Dịch vụ Gia tăng Bất động sản Thế kỳ,Công ty Cổ phần Dịch vụ Gia tăng Bất động sản Thế kỳ,5.047.738.427,-,5047738427.0,
Công ty Cổ phần Bất động sản Cen Sài Gòn,Phải trả người bán ngắn hạn > Công ty Cổ phần Bất động sản Cen Sài Gòn,Công ty Cổ phần Bất động sản Cen Sài Gòn,3.713.226.474,12.308.638.827,3713226474.0,12308638827.0
Công ty Cổ phần Tập đoàn Thế kỳ,Phải trả người bán ngắn hạn > Công ty Cổ phần Tập đoàn Thế kỳ,Công ty Cổ phần Tập đoàn Thế kỳ,4.332.931.966,5.592.431.128,4332931966.0,5592431128.0
Công ty Cổ phần Dịch vụ Golf và Lữ hành Thế kỳ,Phải trả người bán ngắn hạn > Công ty Cổ phần Dịch vụ Golf và Lữ hành Thế kỳ,Công ty Cổ phần Dịch vụ Golf và Lữ hành Thế kỳ,36.409.900,189.722.900,36409900.0,189722900.0
,,,116.152.694.040,108.938.681.777,116152694040.0,108938681777.0
Người mua trả tiền trước ngắn hạn,Người mua trả tiền trước ngắn hạn,Người mua trả tiền trước ngắn hạn,Người mua trả tiền trước ngắn hạn,Người mua trả tiền trước ngắn hạn,,
Công ty Cổ phần Đầu tư và Phát triển Bất động sản Thế kỳ,Người mua trả tiền trước ngắn hạn > Công ty Cổ phần Đầu tư và Phát triển Bất động sản Thế kỳ,Công ty Cổ phần Đầu tư và Phát triển Bất động sản Thế kỳ,-,51.686.675.162,,51686675162.0
,,,-,51.686.675.162,,51686675162.0
Phải thu khác,Phải thu khác,Phải thu khác,Phải thu khác,Phải thu khác,,
Công ty Cổ phần Đầu tư và Phát triển Bất động sản Thế Ký,Phải thu khác > Công ty Cổ phần Đầu tư và Phát triển Bất động sản Thế Ký,Công ty Cổ phần Đầu tư và Phát triển Bất động sản Thế Ký,315.000.000.000,220.000.000.000,315000000000.0,220000000000.0
Công ty cổ phần Dolphin 2 Việt Nam,Phải thu khác > Công ty cổ phần Dolphin 2 Việt Nam,Công ty cổ phần Dolphin 2 Việt Nam,30.000.000.000,-,30000000000.0,
,,,345.000.000.000,220.000.000.000,345000000000.0,220000000000.0
