row_label_raw,row_label_full,col_0,Năm nayVND,Năm trướcVND,numeric__Năm nayVND,numeric__Năm trướcVND
Doanh thu bán hàng và cung cấp dịch vụ,Doanh thu bán hàng và cung cấp dịch vụ,Doanh thu bán hàng và cung cấp dịch vụ,Doanh thu bán hàng và cung cấp dịch vụ,Doanh thu bán hàng và cung cấp dịch vụ,,
Công ty Cổ phần Đầu tư và Phát triển Bất động sản Thế kỳ,Doanh thu bán hàng và cung cấp dịch vụ > Công ty Cổ phần Đầu tư và Phát triển Bất động sản Thế kỳ,Công ty Cổ phần Đầu tư và Phát triển Bất động sản Thế kỳ,242.886.917.855,275.667.635.962,242886917855.0,275667635962.0
Công ty Cổ phần Bất động sản Ngôi sao Toàn Câu,Doanh thu bán hàng và cung cấp dịch vụ > Công ty Cổ phần Bất động sản Ngôi sao Toàn Câu,Công ty Cổ phần Bất động sản Ngôi sao Toàn Câu,32.759.971.452,3.305.311.708,32759971452.0,3305311708.0
Công ty cổ phần Dolphin 2 Việt Nam,Doanh thu bán hàng và cung cấp dịch vụ > Công ty cổ phần Dolphin 2 Việt Nam,Công ty cổ phần Dolphin 2 Việt Nam,2.986.437.665,-,2986437665.0,
Công ty Cổ phần Tập đoàn Thế kỳ,Doanh thu bán hàng và cung cấp dịch vụ > Công ty Cổ phần Tập đoàn Thế kỳ,Công ty Cổ phần Tập đoàn Thế kỳ,-,2.234.754.102,,2234754102.0
Công ty Cổ phần Bất động sản Cen Sài Gòn,Doanh thu bán hàng và cung cấp dịch vụ > Công ty Cổ phần Bất động sản Cen Sài Gòn,Công ty Cổ phần Bất động sản Cen Sài Gòn,25.370.182,68.668.718,25370182.0,68668718.0
Công ty Cổ phần Dịch vụ Gia tăng Bất động sản Thế kỳ,Doanh thu bán hàng và cung cấp dịch vụ > Công ty Cổ phần Dịch vụ Gia tăng Bất động sản Thế kỳ,Công ty Cổ phần Dịch vụ Gia tăng Bất động sản Thế kỳ,-,87.272.728,,87272728.0
Công ty Cổ phần Dịch vụ Golf và Lữ hành Thế kỳ,Doanh thu bán hàng và cung cấp dịch vụ > Công ty Cổ phần Dịch vụ Golf và Lữ hành Thế kỳ,Công ty Cổ phần Dịch vụ Golf và Lữ hành Thế kỳ,-,48.681.818,,48681818.0
,,,278.658.697.154,281.412.325.036,278658697154.0,281412325036.0
Giá trị hàng mua và dịch vụ cung cấp,Giá trị hàng mua và dịch vụ cung cấp,Giá trị hàng mua và dịch vụ cung cấp,Giá trị hàng mua và dịch vụ cung cấp,Giá trị hàng mua và dịch vụ cung cấp,,
Công ty Cổ phần Bất động sản Ngôi sao Toàn Câu,Giá trị hàng mua và dịch vụ cung cấp > Công ty Cổ phần Bất động sản Ngôi sao Toàn Câu,Công ty Cổ phần Bất động sản Ngôi sao Toàn Câu,157.944.586.195,132.011.169.829,157944586195.0,132011169829.0
Công ty cổ phần Dolphin 2 Việt Nam,Giá trị hàng mua và dịch vụ cung cấp > Công ty cổ phần Dolphin 2 Việt Nam,Công ty cổ phần Dolphin 2 Việt Nam,144.209.181.818,-,144209181818.0,
Công ty Cổ phần Đầu tư và Phát triển Bất động sản Thế kỳ,Giá trị hàng mua và dịch vụ cung cấp > Công ty Cổ phần Đầu tư và Phát triển Bất động sản Thế kỳ,Công ty Cổ phần Đầu tư và Phát triển Bất động sản Thế kỳ,71.395.379.934,-,71395379934.0,
Công ty Cổ phần Truyền thông và Giải trí Ngôi sao mới,Giá trị hàng mua và dịch vụ cung cấp > Công ty Cổ phần Truyền thông và Giải trí Ngôi sao mới,Công ty Cổ phần Truyền thông và Giải trí Ngôi sao mới,66.409.235.259,49.243.123.914,66409235259.0,49243123914.0
Công ty Cổ phần Bất động sản Cen Sài Gòn,Giá trị hàng mua và dịch vụ cung cấp > Công ty Cổ phần Bất động sản Cen Sài Gòn,Công ty Cổ phần Bất động sản Cen Sài Gòn,4.686.026.262,14.023.528.516,4686026262.0,14023528516.0
Công ty Cổ phần Dịch vụ Gia tăng Bất động sản Thế kỳ,Giá trị hàng mua và dịch vụ cung cấp > Công ty Cổ phần Dịch vụ Gia tăng Bất động sản Thế kỳ,Công ty Cổ phần Dịch vụ Gia tăng Bất động sản Thế kỳ,21.014.444.968,17.272.727,21014444968.0,17272727.0
Công ty Cổ phần Tập đoàn Thế kỳ,Giá trị hàng mua và dịch vụ cung cấp > Công ty Cổ phần Tập đoàn Thế kỳ,Công ty Cổ phần Tập đoàn Thế kỳ,9.530.981.716,11.896.752.055,9530981716.0,11896752055.0
Công ty Cổ phần Dịch vụ Golf và Lữ hành Thế kỳ,Giá trị hàng mua và dịch vụ cung cấp > Công ty Cổ phần Dịch vụ Golf và Lữ hành Thế kỳ,Công ty Cổ phần Dịch vụ Golf và Lữ hành Thế kỳ,824.345.991,2.780.704.013,824345991.0,2780704013.0
,,,476.014.182.143,209.972.551.054,476014182143.0,209972551054.0
Lãi cho vay,Lãi cho vay,Lãi cho vay,Lãi cho vay,Lãi cho vay,,
Công ty Cổ phần Đầu tư và Phát triển Bất động sản Thế kỳ,Lãi cho vay > Công ty Cổ phần Đầu tư và Phát triển Bất động sản Thế kỳ,Công ty Cổ phần Đầu tư và Phát triển Bất động sản Thế kỳ,523.150.685,-,523150685.0,
,,,523.150.685,-,523150685.0,
Trả cổ tức,Trả cổ tức,Trả cổ tức,Trả cổ tức,Trả cổ tức,,
Công ty Cổ phần Tập đoàn Thế kỳ,Trả cổ tức > Công ty Cổ phần Tập đoàn Thế kỳ,Công ty Cổ phần Tập đoàn Thế kỳ,-,71.027.347.383,,71027347383.0
,,,-,71.027.347.383,,71027347383.0
Thu nhập của Hội đồng Quản trị và Ban Tổng Giám đốc,Trả cổ tức > Thu nhập của Hội đồng Quản trị và Ban Tổng Giám đốc,Thu nhập của Hội đồng Quản trị và Ban Tổng Giám đốc,5.292.434.301,2.802.550.972,5292434301.0,2802550972.0
