row_label_raw,row_label_full,CHỈ TIÊU,Mã số,Thuyết minh,Năm nay,Năm trước,numeric__Mã số,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
1. Doanh thu bán hàng và cung cấp dịch vụ,1. Doanh thu bán hàng và cung cấp dịch vụ,1. Doanh thu bán hàng và cung cấp dịch vụ,01,22,1.390.541.454.277,883.000.449.737,1.0,22.0,1390541454277.0,883000449737.0
2. Các khoản giảm trừ doanh thu,2. Các khoản giảm trừ doanh thu,2. Các khoản giảm trừ doanh thu,02,,-,-,2.0,,,
3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10=01-02),3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10=01-02),3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10=01-02),10,,1.390.541.454.277,883.000.449.737,10.0,,1390541454277.0,883000449737.0
4. Giá vốn hàng bán và dịch vụ cung cấp,4. Giá vốn hàng bán và dịch vụ cung cấp,4. Giá vốn hàng bán và dịch vụ cung cấp,11,23,941.459.364.885,528.491.950.745,11.0,23.0,941459364885.0,528491950745.0
5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20=10-11),5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20=10-11),5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20=10-11),20,,449.082.089.392,354.508.498.992,20.0,,449082089392.0,354508498992.0
6. Doanh thu hoạt động tài chính,6. Doanh thu hoạt động tài chính,6. Doanh thu hoạt động tài chính,21,26,2.645.763.985,373.806.335,21.0,26.0,2645763985.0,373806335.0
7. Chi phí tài chính,7. Chi phí tài chính,7. Chi phí tài chính,22,,-,3.661.810.941,22.0,,,3661810941.0
- Trong đó: Chi phí lãi vay,- Trong đó: Chi phí lãi vay,- Trong đó: Chi phí lãi vay,23,,-,3.661.810.941,23.0,,,3661810941.0
8. Chi phí bán hàng,8. Chi phí bán hàng,8. Chi phí bán hàng,25,24,7.988.538.833,26.955.415.738,25.0,24.0,7988538833.0,26955415738.0
9. Chi phí quản lý doanh nghiệp,9. Chi phí quản lý doanh nghiệp,9. Chi phí quản lý doanh nghiệp,26,24,71.385.444.835,51.066.163.389,26.0,24.0,71385444835.0,51066163389.0
10. Lợi nhuận thuần từ hoạt động kinh doanh (30=20+(21-22)-(25+26)),10. Lợi nhuận thuần từ hoạt động kinh doanh (30=20+(21-22)-(25+26)),10. Lợi nhuận thuần từ hoạt động kinh doanh (30=20+(21-22)-(25+26)),30,,372.353.869.709,273.198.915.259,30.0,,372353869709.0,273198915259.0
11. Thu nhập khác,11. Thu nhập khác,11. Thu nhập khác,31,,326.202.609,138.548.379,31.0,,326202609.0,138548379.0
12. Chi phí khác,12. Chi phí khác,12. Chi phí khác,32,,1.139.783.553,1.732.880.290,32.0,,1139783553.0,1732880290.0
13. Lợi nhuận khác (40=31-32),13. Lợi nhuận khác (40=31-32),13. Lợi nhuận khác (40=31-32),40,,(813.580.944),(1.594.331.911),40.0,,-813580944.0,-1594331911.0
14. Tổng lợi nhuận kế toán trước thuế (50=30+40),14. Tổng lợi nhuận kế toán trước thuế (50=30+40),14. Tổng lợi nhuận kế toán trước thuế (50=30+40),50,,371.540.288.765,271.604.583.348,50.0,,371540288765.0,271604583348.0
15. Chi phí thuế thu nhập doanh nghiệp hiện hành,15. Chi phí thuế thu nhập doanh nghiệp hiện hành,15. Chi phí thuế thu nhập doanh nghiệp hiện hành,51,27,74.536.014.464,54.495.492.728,51.0,27.0,74536014464.0,54495492728.0
16. Lợi nhuận sau thuế thu nhập doanh nghiệp (60=50-51),16. Lợi nhuận sau thuế thu nhập doanh nghiệp (60=50-51),16. Lợi nhuận sau thuế thu nhập doanh nghiệp (60=50-51),60,,297.004.274.301,217.109.090.620,60.0,,297004274301.0,217109090620.0
