row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,Số cuối năm,Số đầu năm,numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
300,300,300,C. NỘ PHẢI TRẢ,,4.560.176.350.791,3.669.003.266.720,,,4560176350791.0,3669003266720.0
310,310,310,I. Nợ ngắn hạn,,3.299.230.001.998,2.990.865.113.868,,,3299230001998.0,2990865113868.0
311,311,311,1. Phải trả người bán ngắn hạn,17,194.846.231.431,195.889.802.144,,17.0,194846231431.0,195889802144.0
312,312,312,2. Người mua trả tiền trước ngắn hạn,18,529.142.509.949,467.624.566.820,,18.0,529142509949.0,467624566820.0
313,313,313,3. Thuế và các khoản phải nộp Nhà nước,19,5.494.862.746,83.580.496.369,,19.0,5494862746.0,83580496369.0
314,314,314,4. Phải trả người lao động,,14.322.732.550,3.695.474.007,,,14322732550.0,3695474007.0
315,315,315,5. Chi phí phải trả ngắn hạn,20,328.429.689.459,379.395.017.578,,20.0,328429689459.0,379395017578.0
318,318,318,6. Doanh thu chưa thực hiện ngắn hạn,21,4.197.474.956,10.841.389.382,,21.0,4197474956.0,10841389382.0
319,319,319,7. Phải trả ngắn hạn khác,22,719.320.204.977,938.467.904.068,,22.0,719320204977.0,938467904068.0
320,320,320,8. Vay và nợ thuê tài chính ngắn hạn,23,1.466.658.658.903,874.074.960.569,,23.0,1466658658903.0,874074960569.0
322,322,322,"9. Quỹ khen thưởng, phúc lợi",3.13,36.817.637.027,37.295.502.931,,313.0,36817637027.0,37295502931.0
330,330,330,II. Nợ dài hạn,,1.260.946.348.793,678.138.152.852,,,1260946348793.0,678138152852.0
333,333,333,1. Chi phí phải trả dài hạn,20,86.016.987.675,102.376.053.565,,20.0,86016987675.0,102376053565.0
336,336,336,2. Doanh thu chưa thực hiện dài hạn,21,128.631.830.483,3.538.018.832,,21.0,128631830483.0,3538018832.0
337,337,337,3. Phải trả dài hạn khác,22,73.838.464.176,189.988.197.236,,22.0,73838464176.0,189988197236.0
338,338,338,4. Vay và nợ thuê tài chính dài hạn,23,972.459.066.459,382.235.883.219,,23.0,972459066459.0,382235883219.0
400,400,400,D. VỐN CHỦ SỞ HỮU,,4.922.317.354.655,4.770.467.608.416,,,4922317354655.0,4770467608416.0
410,410,410,I. Vốn chủ sở hữu,24.1,4.922.317.354.655,4.770.467.608.416,,241.0,4922317354655.0,4770467608416.0
411,411,411,1. Vốn cổ phần,,3.956.617.750.000,3.956.617.750.000,,,3956617750000.0,3956617750000.0
411a,411a,411a,- Cổ phiếu phổ thông có quyền biểu quyết,,3.956.617.750.000,3.956.617.750.000,,,3956617750000.0,3956617750000.0
412,412,412,2. Thặng dư vốn cổ phần,,333.103.781.211,333.103.781.211,,,333103781211.0,333103781211.0
418,418,418,3. Quỹ đầu tư phát triển,,152.607.772.601,152.607.772.601,,,152607772601.0,152607772601.0
420,420,420,4. Quỹ khác thuộc vốn chủ sở hữu,,24.890.292.522,24.890.292.522,,,24890292522.0,24890292522.0
421,421,421,5. Lợi nhuận sau thuế chưa phân phối,,455.097.758.321,303.248.012.082,,,455097758321.0,303248012082.0
421a,421a,421a,- Lợi nhuận sau thuế chưa phân phối lũy kế đến cuối năm trước,,303.248.012.082,75.824.507.554,,,303248012082.0,75824507554.0
421b,421b,421b,- Lợi nhuận sau thuế chưa phân phối trong năm,,151.849.746.239,227.423.504.528,,,151849746239.0,227423504528.0
440,440,440,TỔNG CỘNG NGUỒN VỐN,,9.482.493.705.446,8.439.470.875.136,,,9482493705446.0,8439470875136.0
