row_label_raw,row_label_full,col_0,Năm nay,VNDNăm trước,numeric__Năm nay,numeric__VNDNăm trước
Tổng doanh thu,Tổng doanh thu,Tổng doanh thu,287.351.274.170,773.001.952.631,287351274170.0,773001952631.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Doanh thu từ dịch vụ bất động sản,Trong đó: > Doanh thu từ dịch vụ bất động sản,Doanh thu từ dịch vụ bất động sản,109.407.672.886,46.210.566.839,109407672886.0,46210566839.0
Doanh thu từ dịch vụ cho thuê,Trong đó: > Doanh thu từ dịch vụ cho thuê,Doanh thu từ dịch vụ cho thuê,104.522.639.538,94.872.193.423,104522639538.0,94872193423.0
Doanh thu bán hàng hóa,Trong đó: > Doanh thu bán hàng hóa,Doanh thu bán hàng hóa,49.316.827.135,13.313.903.189,49316827135.0,13313903189.0
Doanh thu từ dịch vụ xây dựng,Trong đó: > Doanh thu từ dịch vụ xây dựng,Doanh thu từ dịch vụ xây dựng,4.551.525.000,198.665.226.356,4551525000.0,198665226356.0
Doanh thu từ chuyển nhượng bất động sản,Trong đó: > Doanh thu từ chuyển nhượng bất động sản,Doanh thu từ chuyển nhượng bất động sản,-,403.293.012.037,,403293012037.0
Doanh thu khác,Trong đó: > Doanh thu khác,Doanh thu khác,19.552.609.611,16.647.050.787,19552609611.0,16647050787.0
Các khoản giảm trừ doanh thu,Trong đó: > Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,(72.740.956),(5.707.478.170),-72740956.0,-5707478170.0
Hàng bán bị trả lại,Trong đó: > Hàng bán bị trả lại,Hàng bán bị trả lại,(18.181.820),(5.655.179.000),-18181820.0,-5655179000.0
Giảm giá hàng bán,Trong đó: > Giảm giá hàng bán,Giảm giá hàng bán,(54.559.136),(52.299.170),-54559136.0,-52299170.0
DOANH THU THUÀN,Trong đó: > DOANH THU THUÀN,DOANH THU THUÀN,287.278.533.214,767.294.474.461,287278533214.0,767294474461.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Doanh thu với bên khác,Trong đó: > Doanh thu với bên khác,Doanh thu với bên khác,227.996.401.557,734.050.617.320,227996401557.0,734050617320.0
Doanh thu với bên liên quan(Thuyết minh số 31),Trong đó: > Doanh thu với bên liên quan(Thuyết minh số 31),Doanh thu với bên liên quan(Thuyết minh số 31),59.282.131.657,33.243.857.141,59282131657.0,33243857141.0
