row_label_raw,row_label_full,col_0,Năm nay,VNDNăm trước,numeric__Năm nay,numeric__VNDNăm trước
Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,15.443.899.651,67.555.226.958,15443899651.0,67555226958.0
Chi phí nhân viên,Chi phí nhân viên,Chi phí nhân viên,8.596.796.153,9.085.939.169,8596796153.0,9085939169.0
"Chi phí môi giới, quảng cáo","Chi phí môi giới, quảng cáo","Chi phí môi giới, quảng cáo",2.792.934.072,37.404.557.249,2792934072.0,37404557249.0
Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,2.239.625.486,18.777.388.450,2239625486.0,18777388450.0
Chi phí khác,Chi phí khác,Chi phí khác,1.814.543.940,2.287.342.090,1814543940.0,2287342090.0
Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,84.418.574.447,79.410.763.597,84418574447.0,79410763597.0
Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,31.175.490.205,39.339.874.282,31175490205.0,39339874282.0
Chi phí nhân viên,Chi phí nhân viên,Chi phí nhân viên,23.995.937.007,26.702.394.985,23995937007.0,26702394985.0
Dự phòng nợ phải thu khó đòi,Dự phòng nợ phải thu khó đòi,Dự phòng nợ phải thu khó đòi,20.444.990.576,-,20444990576.0,
Chi phí khấu hao và hao mòn,Chi phí khấu hao và hao mòn,Chi phí khấu hao và hao mòn,3.466.674.771,3.375.800.313,3466674771.0,3375800313.0
Chi phí dịch vụ chuyên nghiệp,Chi phí dịch vụ chuyên nghiệp,Chi phí dịch vụ chuyên nghiệp,760.000.000,760.000.000,760000000.0,760000000.0
Chi phí thiết bị văn phòng,Chi phí thiết bị văn phòng,Chi phí thiết bị văn phòng,528.379.052,919.276.155,528379052.0,919276155.0
Chi phí khác,Chi phí khác,Chi phí khác,4.047.102.836,8.313.417.862,4047102836.0,8313417862.0
TỔNG CÔNG,TỔNG CÔNG,TỔNG CÔNG,99.862.474.098,146.965.990.555,99862474098.0,146965990555.0
