row_label_raw,row_label_full,Tên công ty,Số cuối năm,Số cuối năm_1,Số cuối năm_2,Số đầu năm,Số đầu năm_1,Số đầu năm_2,numeric__Số cuối năm,numeric__Số cuối năm_1,numeric__Số cuối năm_2,numeric__Số đầu năm,numeric__Số đầu năm_1,numeric__Số đầu năm_2
Tên công ty,Tên công ty,Tên công ty,Tỷ lệ sở hữu(%),Giá gốc(VND),Dự phòng(VND),Tỷ lệ sở hữu(%),Giá gốc(VND),Dự phòng(VND),,,,,,
Công ty Cổ phần Thương mại và Xây dựng Phước Tân,Tên công ty > Công ty Cổ phần Thương mại và Xây dựng Phước Tân,Công ty Cổ phần Thương mại và Xây dựng Phước Tân,"19,88",311.215.800.000,-,"19,88",311.215.800.000,-,19.88,311215800000.0,,19.88,311215800000.0,
Công ty Cổ phần Khu Công nghiệp,Công ty Cổ phần Khu Công nghiệp,Công ty Cổ phần Khu Công nghiệp,,,,,,,,,,,,
Thành Thành Công (*),Công ty Cổ phần Khu Công nghiệp > Thành Thành Công (*),Thành Thành Công (*),"3,69",123.186.700.000,-,"7,13",238.186.700.000,-,3.69,123186700000.0,,7.13,238186700000.0,
Công ty Cổ phần May Tiến Phát,Công ty Cổ phần Khu Công nghiệp > Công ty Cổ phần May Tiến Phát,Công ty Cổ phần May Tiến Phát,"4,00",18.230.998.907,(2.088.810.263),"4,00",18.230.998.907,(1.526.557.593),4.0,18230998907.0,-2088810263.0,4.0,18230998907.0,-1526557593.0
Công ty Cổ phần Đầu tư Xây dựng Hùng Anh,Công ty Cổ phần Khu Công nghiệp > Công ty Cổ phần Đầu tư Xây dựng Hùng Anh,Công ty Cổ phần Đầu tư Xây dựng Hùng Anh,"0,62",14.951.584,-,"0,62",14.951.584,-,0.62,14951584.0,,0.62,14951584.0,
TỔNG CỘNG,Công ty Cổ phần Khu Công nghiệp > TỔNG CỘNG,TỔNG CỘNG,,452.648.450.491,(2.088.810.263),,567.648.450.491,(1.526.557.593),,452648450491.0,-2088810263.0,,567648450491.0,-1526557593.0
