row_label_raw,row_label_full,col_0,Số cuối năm,VND Sô đầu năm,numeric__Số cuối năm,numeric__VND Sô đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,6.864.169.107,6.734.678.625,6864169107.0,6734678625.0
Chi phí môi giới,Chi phí môi giới,Chi phí môi giới,4.779.400.003,4.779.400.003,4779400003.0,4779400003.0
"Công cụ, dụng cụ","Công cụ, dụng cụ","Công cụ, dụng cụ",961.298.817,1.955.278.622,961298817.0,1955278622.0
Khác,Khác,Khác,1.123.470.287,-,1123470287.0,
Dài hạn,Dài hạn,Dài hạn,428.989.238.891,266.203.306.759,428989238891.0,266203306759.0
"Chi phí môi giới, nhà mẫu","Chi phí môi giới, nhà mẫu","Chi phí môi giới, nhà mẫu",354.287.825.047,235.600.995.152,354287825047.0,235600995152.0
"Chi phí thuê đất, mặt bằng","Chi phí thuê đất, mặt bằng","Chi phí thuê đất, mặt bằng",68.606.217.571,26.355.551.591,68606217571.0,26355551591.0
"Công cụ, dụng cụ","Công cụ, dụng cụ","Công cụ, dụng cụ",6.095.196.273,4.246.760.016,6095196273.0,4246760016.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,435.853.407.998,272.937.985.384,435853407998.0,272937985384.0
