row_label_raw,row_label_full,col_0,Số cuối năm,Số đầu năm(Trình bày lại),numeric__Số cuối năm,numeric__Số đầu năm(Trình bày lại)
,,,Triệu VND,Triệu VND,,
Tiền gửi không kỳ hạn,Tiền gửi không kỳ hạn,Tiền gửi không kỳ hạn,334.075.620,266.760.543,334075620.0,266760543.0
- Bằng VND,- Bằng VND,- Bằng VND,291.850.177,223.167.740,291850177.0,223167740.0
- Bằng ngoại tệ,- Bằng ngoại tệ,- Bằng ngoại tệ,42.225.443,43.592.803,42225443.0,43592803.0
Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,1.359.619.055,1.194.656.503,1359619055.0,1194656503.0
- Bằng VND,- Bằng VND,- Bằng VND,1.297.036.517,1.137.810.323,1297036517.0,1137810323.0
- Bằng ngoại tệ,- Bằng ngoại tệ,- Bằng ngoại tệ,62.582.538,56.846.180,62582538.0,56846180.0
Tiền gửi vốn chuyên dụng,Tiền gửi vốn chuyên dụng,Tiền gửi vốn chuyên dụng,6.934.877,7.487.960,6934877.0,7487960.0
- Bằng VND,- Bằng VND,- Bằng VND,4.911.197,3.754.059,4911197.0,3754059.0
- Bằng ngoại tệ,- Bằng ngoại tệ,- Bằng ngoại tệ,2.023.680,3.733.901,2023680.0,3733901.0
Tiền gửi ký quỹ,Tiền gửi ký quỹ,Tiền gửi ký quỹ,4.060.633,4.693.144,4060633.0,4693144.0
- Bằng VND,- Bằng VND,- Bằng VND,3.755.724,4.198.371,3755724.0,4198371.0
- Bằng ngoại tệ,- Bằng ngoại tệ,- Bằng ngoại tệ,304.909,494.773,304909.0,494773.0
,,,1.704.690.185,1.473.598.150,1704690185.0,1473598150.0
