row_label_raw,row_label_full,col_0,Năm nay,Năm trước(Trình bày lại),numeric__Năm nay,numeric__Năm trước(Trình bày lại)
,,,Triệu VND,Triệu VND,,
Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,11.893.400,10.345.574,11893400.0,10345574.0
Hoạt động thanh toán,Hoạt động thanh toán,Hoạt động thanh toán,4.166.373,3.868.602,4166373.0,3868602.0
Hoạt động ngân quỹ,Hoạt động ngân quỹ,Hoạt động ngân quỹ,126.159,160.062,126159.0,160062.0
Dịch vụ đại lý,Dịch vụ đại lý,Dịch vụ đại lý,84.011,95.261,84011.0,95261.0
Hoạt động bảo hiểm,Hoạt động bảo hiểm,Hoạt động bảo hiểm,3.665.263,2.537.656,3665263.0,2537656.0
Dịch vụ khác,Dịch vụ khác,Dịch vụ khác,3.851.594,3.683.993,3851594.0,3683993.0
Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,(5.323.530),(4.694.148),-5323530.0,-4694148.0
Hoạt động thanh toán,Hoạt động thanh toán,Hoạt động thanh toán,(510.576),(436.269),-510576.0,-436269.0
Hoạt động ngân quỹ,Hoạt động ngân quỹ,Hoạt động ngân quỹ,(313.563),(301.778),-313563.0,-301778.0
"Bưu điện, viễn thông","Bưu điện, viễn thông","Bưu điện, viễn thông",(177.494),(167.119),-177494.0,-167119.0
Dịch vụ đại lý,Dịch vụ đại lý,Dịch vụ đại lý,(739),(397),-739.0,-397.0
Hoạt động bảo hiểm,Hoạt động bảo hiểm,Hoạt động bảo hiểm,(1.935.112),(1.625.752),-1935112.0,-1625752.0
Dịch vụ khác,Dịch vụ khác,Dịch vụ khác,(2.386.046),(2.162.833),-2386046.0,-2162833.0
Lãi thuần từ hoạt động dịch vụ,Lãi thuần từ hoạt động dịch vụ,Lãi thuần từ hoạt động dịch vụ,6.569.870,5.651.426,6569870.0,5651426.0
