row_label_raw,row_label_full,col_0,Nguyên giá/Giá trị hợp lý khi ghi nhận ban đầu,Giá trị khấu hao lũy kế,Giá trị còn lại,numeric__Nguyên giá/Giá trị hợp lý khi ghi nhận ban đầu,numeric__Giá trị khấu hao lũy kế,numeric__Giá trị còn lại
,,,Triệu VND,Triệu VND,Triệu VND,,,
TSCĐ vô hình có giá trị lớn trong tổng tài sản,TSCĐ vô hình có giá trị lớn trong tổng tài sản,TSCĐ vô hình có giá trị lớn trong tổng tài sản,5.588.303,1.682.889,3.905.414,5588303.0,1682889.0,3905414.0
Nguyên giá của TSCĐ vô hình đã khấu hao hết nhưng vẫn còn sử dụng,Nguyên giá của TSCĐ vô hình đã khấu hao hết nhưng vẫn còn sử dụng,Nguyên giá của TSCĐ vô hình đã khấu hao hết nhưng vẫn còn sử dụng,1.434.285,1.434.285,-,1434285.0,1434285.0,
Giá trị còn lại của TSCĐ vô hình đang chờ thanh lý,Giá trị còn lại của TSCĐ vô hình đang chờ thanh lý,Giá trị còn lại của TSCĐ vô hình đang chờ thanh lý,149,149,-,149.0,149.0,
