row_label_raw,row_label_full,Bên liên quan,Số dư,Phải thu,(Phải trả),numeric__Số dư,numeric__Phải thu,numeric__(Phải trả)
,,,,Triệu VND,Triệu VND,,,
Đại diện chủ sở hữu (NHNN),Đại diện chủ sở hữu (NHNN),Đại diện chủ sở hữu (NHNN),Tiền gửi của BIDV tại đại diện chủ sở hữuCác khoản vay của BIDV từ đại diện chủ sở hữu,46.891.721-,-(4.552.505),,,
Bên liên quan của chủ sở hữu (BTC và Kho bạc Nhà nước),Đại diện chủ sở hữu (NHNN) > Bên liên quan của chủ sở hữu (BTC và Kho bạc Nhà nước),Bên liên quan của chủ sở hữu (BTC và Kho bạc Nhà nước),Tiền gửi của bên liên quan của chủ sở hữu tại BIDV,-,(29.841.503),,,-29841503.0
Cổ đông chiến lược,Đại diện chủ sở hữu (NHNN) > Cổ đông chiến lược,Cổ đông chiến lược,Tiền gửi tại BIDV của cổ đông chiến lượcTiền gửi của BIDV tại cổ đông chiến lược,-55.693,(298.169)-,,-55693.0,
Các công ty liên doanh,Đại diện chủ sở hữu (NHNN) > Các công ty liên doanh,Các công ty liên doanh,Tiền gửi của các công ty liên doanhTiền gửi của BIDV tại các công ty liên doanhPhải thu các công ty liên doanh,-2.616.02750.000,(4.135.697)-,,-261602750000.0,
Các công ty liên kết,Đại diện chủ sở hữu (NHNN) > Các công ty liên kết,Các công ty liên kết,Tiền gửi tại BIDV của các công ty liên kếtTiền vay từ BIDV của các công ty liên kết,-204.932,(471.442)-,,-204932.0,
