row_label_raw,row_label_full,col_0,Năm nay,Năm trước(Trình bày lại),numeric__Năm nay,numeric__Năm trước(Trình bày lại)
,,,Triệu VND,Triệu VND,,
"1. Chi nộp thuế và các khoản phí, lệ phí","1. Chi nộp thuế và các khoản phí, lệ phí","1. Chi nộp thuế và các khoản phí, lệ phí",111.016,302.993,111016.0,302993.0
2. Chi phí cho nhân viên:,2. Chi phí cho nhân viên:,2. Chi phí cho nhân viên:,14.478.077,12.837.265,14478077.0,12837265.0
Trong đó:- Chi lương và phụ cấp,Trong đó:- Chi lương và phụ cấp,Trong đó:- Chi lương và phụ cấp,11.637.504,10.338.161,11637504.0,10338161.0
- Các khoản chi đóng góp theo lương,- Các khoản chi đóng góp theo lương,- Các khoản chi đóng góp theo lương,1.077.663,987.159,1077663.0,987159.0
- Chi trợ cấp,- Chi trợ cấp,- Chi trợ cấp,1.223.870,964.374,1223870.0,964374.0
- Chi khác cho nhân viên,- Chi khác cho nhân viên,- Chi khác cho nhân viên,25.963,23.382,25963.0,23382.0
3. Chi về tài sản:,3. Chi về tài sản:,3. Chi về tài sản:,4.001.989,3.440.093,4001989.0,3440093.0
Trong đó: Khấu hao tài sản cố định,Trong đó: Khấu hao tài sản cố định,Trong đó: Khấu hao tài sản cố định,1.293.399,1.057.839,1293399.0,1057839.0
4. Chi cho hoạt động quản lý công vụ:,4. Chi cho hoạt động quản lý công vụ:,4. Chi cho hoạt động quản lý công vụ:,5.630.488,5.053.512,5630488.0,5053512.0
Trong đó:- Công tác phí,Trong đó:- Công tác phí,Trong đó:- Công tác phí,293.853,247.409,293853.0,247409.0
- Chi hoạt động đoàn thể của TCTD,- Chi hoạt động đoàn thể của TCTD,- Chi hoạt động đoàn thể của TCTD,29.836,31.792,29836.0,31792.0
"5. Chi nộp phí bảo hiểm, bảo toàn tiền gửi của khách hàng","5. Chi nộp phí bảo hiểm, bảo toàn tiền gửi của khách hàng","5. Chi nộp phí bảo hiểm, bảo toàn tiền gửi của khách hàng",1.149.475,1.026.761,1149475.0,1026761.0
6. (Hoàn nhập)/Trích lập dự phòng (không bao gồm chi phí dự phòng rủi ro tín dụng nội và ngoại bằng; chi phí dự phòng rủi ro chứng khoán) (Xem Thuyết minh số 15.3 và 17.3),6. (Hoàn nhập)/Trích lập dự phòng (không bao gồm chi phí dự phòng rủi ro tín dụng nội và ngoại bằng; chi phí dự phòng rủi ro chứng khoán) (Xem Thuyết minh số 15.3 và 17.3),6. (Hoàn nhập)/Trích lập dự phòng (không bao gồm chi phí dự phòng rủi ro tín dụng nội và ngoại bằng; chi phí dự phòng rủi ro chứng khoán) (Xem Thuyết minh số 15.3 và 17.3),(290.447),53.973,-290447.0,53973.0
,,,25.080.598,22.714.597,25080598.0,22714597.0
