row_label_raw,row_label_full,col_0,Dự phòng cụ thể,Dự phòng chung,Tổng cộng,numeric__Dự phòng cụ thể,numeric__Dự phòng chung,numeric__Tổng cộng
,,,Triệu VND,Triệu VND,Triệu VND,,,
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,19.005.296,10.098.422,29.103.718,19005296.0,10098422.0,29103718.0
Số trích lập dự phòng rủi ro trong năm,Số trích lập dự phòng rủi ro trong năm,Số trích lập dự phòng rủi ro trong năm,22.652.710,1.233.963,23.886.673,22652710.0,1233963.0,23886673.0
"Số dự phòng đã sử dụng để xử lý rủi ro (""XLRR"") trong năm","Số dự phòng đã sử dụng để xử lý rủi ro (""XLRR"") trong năm","Số dự phòng đã sử dụng để xử lý rủi ro (""XLRR"") trong năm",(14.823.169),-,(14.823.169),-14823169.0,,-14823169.0
(Giảm) khác trong năm,(Giảm) khác trong năm,(Giảm) khác trong năm,(102.573),(11.910),(114.483),-102573.0,-11910.0,-114483.0
Số dư cuối năm (Trình bày lại),Số dư cuối năm (Trình bày lại),Số dư cuối năm (Trình bày lại),26.732.264,11.320.475,38.052.739,26732264.0,11320475.0,38052739.0
