row_label_raw,row_label_full,col_0,Tổng dư nợ cho vay,Tổng tiền gửi,Các cam kết ngoại bằng,CCTC phải sinh (Tổng giá trị giao dịch theo hợp đồng),Kinh doanh và đầu tư chứng khoán (Chênh lệch DN-DC),numeric__Tổng dư nợ cho vay,numeric__Tổng tiền gửi,numeric__Các cam kết ngoại bằng,numeric__CCTC phải sinh (Tổng giá trị giao dịch theo hợp đồng),numeric__Kinh doanh và đầu tư chứng khoán (Chênh lệch DN-DC)
,,,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,,,,,
Trong nước,Trong nước,Trong nước,1.768.500.797,1.851.804.384,313.513.890,328.155,229.439.499,1768500797.0,1851804384.0,313513890.0,328155.0,229439499.0
Nước ngoài,Nước ngoài,Nước ngoài,23.728.369,27.600.455,1.670.509,-,858.974,23728369.0,27600455.0,1670509.0,,858974.0
