row_label_raw,row_label_full,col_0,Thuyết minh,Năm nay,Năm trước,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,
Mua sắm tài sản cố định,LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ > Mua sắm tài sản cố định,Mua sắm tài sản cố định,,(2.005.077),(1.091.733),,-2005077.0,-1091733.0
"Tiền thu từ thanh lý, nhượng bán TSCĐ","LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền thu từ thanh lý, nhượng bán TSCĐ","Tiền thu từ thanh lý, nhượng bán TSCĐ",,11.710,9.868,,11710.0,9868.0
"Tiền chi từ thanh lý, nhượng bán TSCĐ","LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền chi từ thanh lý, nhượng bán TSCĐ","Tiền chi từ thanh lý, nhượng bán TSCĐ",,(2.435),(1.585),,-2435.0,-1585.0
"Tiền thu cố tức và lợi nhuận được chia từ các khoản đầu tư, góp vốn dài hạn","LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền thu cố tức và lợi nhuận được chia từ các khoản đầu tư, góp vốn dài hạn","Tiền thu cố tức và lợi nhuận được chia từ các khoản đầu tư, góp vốn dài hạn",,182.104,165.567,,182104.0,165567.0
Lưu chuyển tiền thuần từ hoạt động đầu tư,LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ > Lưu chuyển tiền thuần từ hoạt động đầu tư,Lưu chuyển tiền thuần từ hoạt động đầu tư,,(1.813.698),(917.883),,-1813698.0,-917883.0
LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,,,
Tăng vốn cố phần từ góp vốn và/hoặc phát hành cố phiếu,LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tăng vốn cố phần từ góp vốn và/hoặc phát hành cố phiếu,Tăng vốn cố phần từ góp vốn và/hoặc phát hành cố phiếu,,-,1.059.025,,,1059025.0
"Cổ tức trả cho cố đông, lợi nhuận đã chia","LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH > Cổ tức trả cho cố đông, lợi nhuận đã chia","Cổ tức trả cho cố đông, lợi nhuận đã chia",,(119.694),(301.930),,-119694.0,-301930.0
Lưu chuyển tiền thuần từ hoạt động tài chính,LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH > Lưu chuyển tiền thuần từ hoạt động tài chính,Lưu chuyển tiền thuần từ hoạt động tài chính,,(119.694),757.095,,-119694.0,757095.0
Lưu chuyển tiền thuần trong năm,LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH > Lưu chuyển tiền thuần trong năm,Lưu chuyển tiền thuần trong năm,,(72.948.379),132.357.115,,-72948379.0,132357115.0
Tiền và các khoản tương đương tiền đầu năm,LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền và các khoản tương đương tiền đầu năm,Tiền và các khoản tương đương tiền đầu năm,,297.687.381,165.330.266,,297687381.0,165330266.0
Tiền và các khoản tương đương tiền cuối năm,LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền và các khoản tương đương tiền cuối năm,Tiền và các khoản tương đương tiền cuối năm,36,224.739.002,297.687.381,36.0,224739002.0,297687381.0
