row_label_raw,row_label_full,col_0,Thuyết minh,Năm nay,Năm trước,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
"(Tăng)/Giảm các khoản tiền, vàng gửi và cho vay các TCTD khác","Những thay đối về tài sản hoạt động > (Tăng)/Giảm các khoản tiền, vàng gửi và cho vay các TCTD khác","(Tăng)/Giảm các khoản tiền, vàng gửi và cho vay các TCTD khác",,(1.064.184),3.512.237,,-1064184.0,3512237.0
Giảm/(Tăng) các khoản về kinh doanh chứng khoán,Những thay đối về tài sản hoạt động > Giảm/(Tăng) các khoản về kinh doanh chứng khoán,Giảm/(Tăng) các khoản về kinh doanh chứng khoán,,8.284.842,(55.646.978),,8284842.0,-55646978.0
Giảm/(Tăng) các công cụ tài chính phải sinh và các tài sản tài chính khác,Những thay đối về tài sản hoạt động > Giảm/(Tăng) các công cụ tài chính phải sinh và các tài sản tài chính khác,Giảm/(Tăng) các công cụ tài chính phải sinh và các tài sản tài chính khác,,1.038.214,(845.932),,1038214.0,-845932.0
(Tăng) các khoản cho vay khách hàng,Những thay đối về tài sản hoạt động > (Tăng) các khoản cho vay khách hàng,(Tăng) các khoản cho vay khách hàng,,(255.443.174),(167.589.073),,-255443174.0,-167589073.0
"(Giảm) nguồn dự phòng để bù đắp tổn thất các khoản nợ xấu, trái phiếu doanh nghiệp và tất toán trái phiếu đặc biệt","Những thay đối về tài sản hoạt động > (Giảm) nguồn dự phòng để bù đắp tổn thất các khoản nợ xấu, trái phiếu doanh nghiệp và tất toán trái phiếu đặc biệt","(Giảm) nguồn dự phòng để bù đắp tổn thất các khoản nợ xấu, trái phiếu doanh nghiệp và tất toán trái phiếu đặc biệt","13, 14.4",(17.924.823),(14.823.169),,-17924823.0,-14823169.0
(Tăng) khác về tài sản hoạt động,Những thay đối về tài sản hoạt động > (Tăng) khác về tài sản hoạt động,(Tăng) khác về tài sản hoạt động,,(4.556.063),(15.027.057),,-4556063.0,-15027057.0
Những thay đối về công nợ hoạt động,Những thay đối về công nợ hoạt động,Những thay đối về công nợ hoạt động,Những thay đối về công nợ hoạt động,Những thay đối về công nợ hoạt động,Những thay đối về công nợ hoạt động,,,
(Giảm) các khoản nợ Chính phủ và NHNN,Những thay đối về công nợ hoạt động > (Giảm) các khoản nợ Chính phủ và NHNN,(Giảm) các khoản nợ Chính phủ và NHNN,,(116.856.229),(1.599.082),,-116856229.0,-1599082.0
"Tăng các khoản tiền gửi, tiền vay các TCTD khác","Những thay đối về công nợ hoạt động > Tăng các khoản tiền gửi, tiền vay các TCTD khác","Tăng các khoản tiền gửi, tiền vay các TCTD khác",,4.609.693,79.213.906,,4609693.0,79213906.0
Tăng tiền gửi của khách hàng,Những thay đối về công nợ hoạt động > Tăng tiền gửi của khách hàng,Tăng tiền gửi của khách hàng,,231.092.037,222.212.133,,231092037.0,222212133.0
Tăng phát hành giấy tờ có giá (ngoại trừ giấy tờ có giá phát hành được tính vào hoạt động tài chính),Những thay đối về công nợ hoạt động > Tăng phát hành giấy tờ có giá (ngoại trừ giấy tờ có giá phát hành được tính vào hoạt động tài chính),Tăng phát hành giấy tờ có giá (ngoại trừ giấy tờ có giá phát hành được tính vào hoạt động tài chính),,32.435.138,33.369.844,,32435138.0,33369844.0
"(Giảm) các nguồn vốn tài trợ, ủy thác đầu tư, cho vay mà TCTD chịu rủi ro","Những thay đối về công nợ hoạt động > (Giảm) các nguồn vốn tài trợ, ủy thác đầu tư, cho vay mà TCTD chịu rủi ro","(Giảm) các nguồn vốn tài trợ, ủy thác đầu tư, cho vay mà TCTD chịu rủi ro",,(1.029.896),(1.112.370),,-1029896.0,-1112370.0
Giảm các công cụ tài chính phải sinh và các tài sản tài chính khác,Những thay đối về công nợ hoạt động > Giảm các công cụ tài chính phải sinh và các tài sản tài chính khác,Giảm các công cụ tài chính phải sinh và các tài sản tài chính khác,,328.154,-,,328154.0,
(Giảm)/Tăng khác về công nợ hoạt động,Những thay đối về công nợ hoạt động > (Giảm)/Tăng khác về công nợ hoạt động,(Giảm)/Tăng khác về công nợ hoạt động,,(2.007.926),1.388.383,,-2007926.0,1388383.0
Chi từ quỹ của tổ chức tín dụng,Những thay đối về công nợ hoạt động > Chi từ quỹ của tổ chức tín dụng,Chi từ quỹ của tổ chức tín dụng,25.1,(1.164),(981),251.0,-1164.0,-981.0
Lưu chuyển tiền thuần từ hoạt động kinh doanh,Những thay đối về công nợ hoạt động > Lưu chuyển tiền thuần từ hoạt động kinh doanh,Lưu chuyển tiền thuần từ hoạt động kinh doanh,,(71.014.987),132.517.903,,-71014987.0,132517903.0
