row_label_raw,row_label_full,col_0,Thuyết minh,Năm nay,Năm trước,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
LU'U CHUYÊN TIÊN TÜR HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TÜR HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TÜR HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TÜR HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TÜR HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TÜR HOẠT ĐỘNG KINH DOANH,,,
Thu nhập lãi và các khoản thu nhập tương tự nhận được,LU'U CHUYÊN TIÊN TÜR HOẠT ĐỘNG KINH DOANH > Thu nhập lãi và các khoản thu nhập tương tự nhận được,Thu nhập lãi và các khoản thu nhập tương tự nhận được,,149.297.819,120.347.258,,149297819.0,120347258.0
Chi phí lãi và các chi phí tương tự đã trả,LU'U CHUYÊN TIÊN TÜR HOẠT ĐỘNG KINH DOANH > Chi phí lãi và các chi phí tương tự đã trả,Chi phí lãi và các chi phí tương tự đã trả,,(88.243.401),(60.516.671),,-88243401.0,-60516671.0
Thu nhập từ hoạt động dịch vụ nhận được,LU'U CHUYÊN TIÊN TÜR HOẠT ĐỘNG KINH DOANH > Thu nhập từ hoạt động dịch vụ nhận được,Thu nhập từ hoạt động dịch vụ nhận được,,6.569.871,5.648.065,,6569871.0,5648065.0
Chênh lệch số tiền thực thu từ hoạt động kinh doanh ngoại tệ và chứng khoán,LU'U CHUYÊN TIÊN TÜR HOẠT ĐỘNG KINH DOANH > Chênh lệch số tiền thực thu từ hoạt động kinh doanh ngoại tệ và chứng khoán,Chênh lệch số tiền thực thu từ hoạt động kinh doanh ngoại tệ và chứng khoán,,8.389.150,3.479.485,,8389150.0,3479485.0
Chi hoạt động khác,LU'U CHUYÊN TIÊN TÜR HOẠT ĐỘNG KINH DOANH > Chi hoạt động khác,Chi hoạt động khác,,(3.373.336),(1.491.709),,-3373336.0,-1491709.0
"Tiền thu các khoản nợ đã được xử lý xóa, bù đắp bằng nguồn dự phòng rủi ro","LU'U CHUYÊN TIÊN TÜR HOẠT ĐỘNG KINH DOANH > Tiền thu các khoản nợ đã được xử lý xóa, bù đắp bằng nguồn dự phòng rủi ro","Tiền thu các khoản nợ đã được xử lý xóa, bù đắp bằng nguồn dự phòng rủi ro",31,5.431.863,5.693.753,31.0,5431863.0,5693753.0
"Tiền chi trả cho nhân viên và hoạt động quản lý, công vụ","LU'U CHUYÊN TIÊN TÜR HOẠT ĐỘNG KINH DOANH > Tiền chi trả cho nhân viên và hoạt động quản lý, công vụ","Tiền chi trả cho nhân viên và hoạt động quản lý, công vụ",,(23.440.129),(20.937.375),,-23440129.0,-20937375.0
Tiền thuế thu nhập doanh nghiệp thực nộp trong năm,LU'U CHUYÊN TIÊN TÜR HOẠT ĐỘNG KINH DOANH > Tiền thuế thu nhập doanh nghiệp thực nộp trong năm,Tiền thuế thu nhập doanh nghiệp thực nộp trong năm,34,(4.551.443),(2.756.764),34.0,-4551443.0,-2756764.0
Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đối về tài sản và vốn lưu động,LU'U CHUYÊN TIÊN TÜR HOẠT ĐỘNG KINH DOANH > Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đối về tài sản và vốn lưu động,Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đối về tài sản và vốn lưu động,,50.080.394,49.466.042,,50080394.0,49466042.0
Những thay đối về tài sản hoạt động,Những thay đối về tài sản hoạt động,Những thay đối về tài sản hoạt động,Những thay đối về tài sản hoạt động,Những thay đối về tài sản hoạt động,Những thay đối về tài sản hoạt động,,,
