row_label_raw,row_label_full,col_0,Số cuối năm > Số lượng (cổ phiếu),Số cuối năm > Giá trị (VND),Số đầu năm > Số lượng (cổ phiếu),Số đầu năm > Giá trị (VND),numeric__Số cuối năm > Số lượng (cổ phiếu),numeric__Số cuối năm > Giá trị (VND),numeric__Số đầu năm > Số lượng (cổ phiếu),numeric__Số đầu năm > Giá trị (VND)
Công ty Cổ phần Chế biến Lâm sản Xuất khẩu Pisico Huế,Công ty Cổ phần Chế biến Lâm sản Xuất khẩu Pisico Huế,Công ty Cổ phần Chế biến Lâm sản Xuất khẩu Pisico Huế,19.520,3.776.758.327,19.520,3.776.758.327,19520.0,3776758327.0,19520.0,3776758327.0
Công ty Cổ phần Lâm nghiệp Miền Đông,Công ty Cổ phần Lâm nghiệp Miền Đông,Công ty Cổ phần Lâm nghiệp Miền Đông,2.700,6.031.497.556,-,-,2700.0,6031497556.0,,
Công ty Cổ phần Vinafor Quảng Trị,Công ty Cổ phần Vinafor Quảng Trị,Công ty Cổ phần Vinafor Quảng Trị,105.000,1.190.175.000,105.000,1.190.175.000,105000.0,1190175000.0,105000.0,1190175000.0
Công ty Cổ phần Archi Reenco Hoà Bình,Công ty Cổ phần Archi Reenco Hoà Bình,Công ty Cổ phần Archi Reenco Hoà Bình,50.000,4.997.777.156,50.000,4.997.777.156,50000.0,4997777156.0,50000.0,4997777156.0
Công ty Cổ phần Cơ khí Lâm nghiệp Sài Gòn,Công ty Cổ phần Cơ khí Lâm nghiệp Sài Gòn,Công ty Cổ phần Cơ khí Lâm nghiệp Sài Gòn,170.894,3.169.651.235,170.894,3.169.651.235,170894.0,3169651235.0,170894.0,3169651235.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,348.114,19.165.859.274,345.414,13.134.361.718,348114.0,19165859274.0,345414.0,13134361718.0
