row_label_raw,row_label_full,col_0,Số cuối năm > Số dư,Số cuối năm > Dự phòng,Số cuối năm > Giá trị hợp lý,Số đầu năm > Số dư,Số đầu năm > Dự phòng,Số đầu năm > Giá trị hợp lý,numeric__Số cuối năm > Số dư,numeric__Số cuối năm > Dự phòng,numeric__Số cuối năm > Giá trị hợp lý,numeric__Số đầu năm > Số dư,numeric__Số đầu năm > Dự phòng,numeric__Số đầu năm > Giá trị hợp lý
Đầu tư vào công ty liên kết,Đầu tư vào công ty liên kết,Đầu tư vào công ty liên kết,1.200.652.327.921,-,1.200.652.327.921,1.425.200.179.599,-,1.425.200.179.599,1200652327921.0,,1200652327921.0,1425200179599.0,,1425200179599.0
Đầu tư góp vốn vào đơn vị khác,Đầu tư góp vốn vào đơn vị khác,Đầu tư góp vốn vào đơn vị khác,25.792.424.774,-,25.792.424.774,22.609.706.961,-,22.609.706.961,25792424774.0,,25792424774.0,22609706961.0,,22609706961.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,1.226.444.752.695,-,1.226.444.752.695,1.447.809.886.560,-,1.447.809.886.560,1226444752695.0,,1226444752695.0,1447809886560.0,,1447809886560.0
