row_label_raw,row_label_full,col_0,Số cuối năm,Đơn vị tính: VND > Số đầu năm,numeric__Số cuối năm,numeric__Đơn vị tính: VND > Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
"Chi phí công cụ, dụng cụ chờ phân bổ","Ngắn hạn > Chi phí công cụ, dụng cụ chờ phân bổ","Chi phí công cụ, dụng cụ chờ phân bổ",323.273.910,1.029.719.447,323273910.0,1029719447.0
Chi phí trả trước ngắn hạn khác,Ngắn hạn > Chi phí trả trước ngắn hạn khác,Chi phí trả trước ngắn hạn khác,777.217.106,1.071.886.589,777217106.0,1071886589.0
TỔNG CỘNG,Ngắn hạn > TỔNG CỘNG,TỔNG CỘNG,1.100.491.016,2.101.606.036,1100491016.0,2101606036.0
Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,,
Tiền thuê đất trả trước,Dài hạn > Tiền thuê đất trả trước,Tiền thuê đất trả trước,38.567.679.288,39.678.007.029,38567679288.0,39678007029.0
Giá trị tiềm năng phát triển và giá trị thương hiệu (*),Dài hạn > Giá trị tiềm năng phát triển và giá trị thương hiệu (*),Giá trị tiềm năng phát triển và giá trị thương hiệu (*),7.511.282.462,14.869.864.992,7511282462.0,14869864992.0
Chi phí sửa chữa TSCĐ,Dài hạn > Chi phí sửa chữa TSCĐ,Chi phí sửa chữa TSCĐ,2.198.089.735,6.451.028.064,2198089735.0,6451028064.0
Công cụ dụng cụ chờ phân bổ,Dài hạn > Công cụ dụng cụ chờ phân bổ,Công cụ dụng cụ chờ phân bổ,1.025.584.149,1.998.074.455,1025584149.0,1998074455.0
Chi phí trả trước dài hạn khác,Dài hạn > Chi phí trả trước dài hạn khác,Chi phí trả trước dài hạn khác,3.780.218.349,2.245.060.730,3780218349.0,2245060730.0
TỔNG CỘNG,Dài hạn > TỔNG CỘNG,TỔNG CỘNG,53.082.853.983,65.242.035.270,53082853983.0,65242035270.0
