row_label_raw,row_label_full,Mã số,CHÍ TIÊU,Thuyết minh,Năm nay,Năm trước,numeric__CHÍ TIÊU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
,,,I. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,,,,,
01,01,01,Lợi nhuận trước thuế Điều chỉnh cho các khoản:,,591.945.415.677,892.356.631.269,,,591945415677.0,892356631269.0
02,02,02,Khấu hao tài sản cố định hữu hình và bắt động sản đầu tư và hao mòn tài sản cố định vô hình,"10,11, 12",62.407.749.240,66.311.912.394,,,62407749240.0,66311912394.0
03,03,03,Các khoản dự phòng,,4.702.169.881,54.184.894.372,,,4702169881.0,54184894372.0
04,04,04,Lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ,,479.978.649,102.537.725,,,479978649.0,102537725.0
05,05,05,Lãi từ hoạt động đầu tư,,(620.183.335.002),(964.249.579.266),,,-620183335002.0,-964249579266.0
06,06,06,Chi phí lãi vay,28,10.011.165.713,9.589.605.241,,28.0,10011165713.0,9589605241.0
07,07,07,Các khoản điều chỉnh khác,,-,1.038.186.061,,,,1038186061.0
08,08,08,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,,49.363.144.158,59.334.187.796,,,49363144158.0,59334187796.0
09,09,09,Giảm các khoản phải thu,,436.392.756,104.341.733.874,,,436392756.0,104341733874.0
10,10,10,Tăng hàng tồn kho,,(29.989.436.031),(160.540.030.583),,,-29989436031.0,-160540030583.0
11,11,11,Tăng/(giảm) các khoản phải trả,,21.975.881.905,(226.351.035.942),,,21975881905.0,-226351035942.0
12,12,12,Giảm chi phí trả trước,,13.160.296.304,17.234.896.230,,,13160296304.0,17234896230.0
14,14,14,Tiền lãi vay đã trả,,(10.799.172.368),(14.888.378.553),,,-10799172368.0,-14888378553.0
15,15,15,Thuế thu nhập doanh nghiệp đã nộp,17,(42.372.342.652),(21.199.659.465),,17.0,-42372342652.0,-21199659465.0
16,16,16,Tiền thu khác từ hoạt động kinh Doanh,,2.319.183.316,-,,,2319183316.0,
17,17,17,Tiền chi khác cho hoạt động kinh doanh,,(36.839.298.965),(30.292.692.427),,,-36839298965.0,-30292692427.0
20,20,20,Lưu chuyển tiền thuần sử dụng vào hoạt động kinh doanh,,(32.745.351.577),(272.360.979.070),,,-32745351577.0,-272360979070.0
,,,II. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ,,,,,,,
21,21,21,"Tiền chi để mua sắm, xây dựng tài sản cố định (TSCĐ) và các tài sản dài hạn khác",,(21.201.614.103),(33.523.217.787),,,-21201614103.0,-33523217787.0
22,22,22,"Tiền thu do thanh lý, nhượng bán TSCĐ và các tài sản dài hạn khác",,3.142.742.273,1.924.445.762,,,3142742273.0,1924445762.0
23,23,23,"Tiền chi cho vay, mua các công cụ nợ của đơn vị khác",,(2.671.094.257.014),(2.970.993.927.322),,,-2671094257014.0,-2970993927322.0
24,24,24,"Tiền thu hồi cho vay, bán lại công cụ nợ của đơn vị khác",,2.596.190.342.070,2.583.338.405.746,,,2596190342070.0,2583338405746.0
25,25,25,Tiền chi đầu tư góp vốn vào đơn vị khác,,(103.800.000),-,,,-103800000.0,
26,26,26,Tiền thu hồi đầu tư góp vốn vào đơn vị khác,,30.828.226.946,98.309.306.157,,,30828226946.0,98309306157.0
27,27,27,"Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia",,792.872.967.715,963.069.729.970,,,792872967715.0,963069729970.0
30,30,30,Lưu chuyển tiền thuần từ hoạt động đầu tư,,730.634.607.887,642.124.742.526,,,730634607887.0,642124742526.0
