row_label_raw,row_label_full,col_0,Năm nay,Đơn vị tính: VND > Năm trước,numeric__Năm nay,numeric__Đơn vị tính: VND > Năm trước
Thu nhập khác,Thu nhập khác,Thu nhập khác,Thu nhập khác,Thu nhập khác,,
Thu nhập từ tiền đền bù,Thu nhập khác > Thu nhập từ tiền đền bù,Thu nhập từ tiền đền bù,834.366.740,4.714.651.357,834366740.0,4714651357.0
Lãi từ giao dịch mua rè,Thu nhập khác > Lãi từ giao dịch mua rè,Lãi từ giao dịch mua rè,-,32.255.313.879,,32255313879.0
"Thu nhập từ cho thuê và khoán đất, nhà xưởng","Thu nhập khác > Thu nhập từ cho thuê và khoán đất, nhà xưởng","Thu nhập từ cho thuê và khoán đất, nhà xưởng",2.345.024.545,1.486.131.410,2345024545.0,1486131410.0
"Lãi từ thanh lý, nhượng bán tài sản cố định","Thu nhập khác > Lãi từ thanh lý, nhượng bán tài sản cố định","Lãi từ thanh lý, nhượng bán tài sản cố định",1.831.083.971,1.762.797.486,1831083971.0,1762797486.0
Thu nhập khác,Thu nhập khác > Thu nhập khác,Thu nhập khác,6.123.806.375,6.126.796.185,6123806375.0,6126796185.0
TỔNG CỘNG,Thu nhập khác > TỔNG CỘNG,TỔNG CỘNG,11.134.281.631,46.345.690.317,11134281631.0,46345690317.0
Chi phí khác,Chi phí khác,Chi phí khác,Chi phí khác,Chi phí khác,,
Các khoản tiền phạt,Chi phí khác > Các khoản tiền phạt,Các khoản tiền phạt,481.881.905,393.613.814,481881905.0,393613814.0
Chi phí khấu hao tài sản cố định dùng hoạt động,Chi phí khác > Chi phí khấu hao tài sản cố định dùng hoạt động,Chi phí khấu hao tài sản cố định dùng hoạt động,5.344.452.159,6.667.284.377,5344452159.0,6667284377.0
Chi phí khác,Chi phí khác > Chi phí khác,Chi phí khác,8.484.787.561,3.955.401.704,8484787561.0,3955401704.0
TỔNG CỘNG,Chi phí khác > TỔNG CỘNG,TỔNG CỘNG,14.311.121.625,11.016.299.895,14311121625.0,11016299895.0
(Lỗ)/LỢI NHUẬN KHÁC THUÀN,Chi phí khác > (Lỗ)/LỢI NHUẬN KHÁC THUÀN,(Lỗ)/LỢI NHUẬN KHÁC THUÀN,(3.176.839.994),35.329.390.422,-3176839994.0,35329390422.0
