row_label_raw,row_label_full,col_0,Năm nay,Năm trước,numeric__Năm nay,numeric__Năm trước
Tổng doanh thu,Tổng doanh thu,Tổng doanh thu,1.781.458.082.102,1.849.208.071.073,1781458082102.0,1849208071073.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Doanh thu từ kinh doanh thương mại gỗ,Trong đó: > Doanh thu từ kinh doanh thương mại gỗ,Doanh thu từ kinh doanh thương mại gỗ,713.994.905.323,771.453.925.362,713994905323.0,771453925362.0
Doanh thu từ bán thành phẩm sản xuất từ gỗ,Trong đó: > Doanh thu từ bán thành phẩm sản xuất từ gỗ,Doanh thu từ bán thành phẩm sản xuất từ gỗ,790.347.479.726,819.232.614.385,790347479726.0,819232614385.0
Doanh thu từ hoạt động khai thác rừng trồng,Trong đó: > Doanh thu từ hoạt động khai thác rừng trồng,Doanh thu từ hoạt động khai thác rừng trồng,118.348.039.979,106.252.786.016,118348039979.0,106252786016.0
Doanh thu từ dịch vụ,Trong đó: > Doanh thu từ dịch vụ,Doanh thu từ dịch vụ,100.162.789.879,98.218.040.969,100162789879.0,98218040969.0
Doanh thu khác,Trong đó: > Doanh thu khác,Doanh thu khác,58.604.867.195,54.050.704.341,58604867195.0,54050704341.0
Các khoản giảm trừ doanh thu,Trong đó: > Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,1.310.679.850,1.472.439.227,1310679850.0,1472439227.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Hàng bán bị trả lại,Trong đó: > Hàng bán bị trả lại,Hàng bán bị trả lại,1.156.460.909,1.472.439.227,1156460909.0,1472439227.0
Giảm giá hàng bán,Trong đó: > Giảm giá hàng bán,Giảm giá hàng bán,154.218.941,-,154218941.0,
Doanh thu thuần,Trong đó: > Doanh thu thuần,Doanh thu thuần,1.780.147.402.252,1.847.735.631.846,1780147402252.0,1847735631846.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Doanh thu với các bên khác,Trong đó: > Doanh thu với các bên khác,Doanh thu với các bên khác,1.541.833.462.491,1.557.844.495.288,1541833462491.0,1557844495288.0
Doanh thu với các bên liên quan (Thuyết minh số 33),Trong đó: > Doanh thu với các bên liên quan (Thuyết minh số 33),Doanh thu với các bên liên quan (Thuyết minh số 33),238.313.939.761,289.891.136.558,238313939761.0,289891136558.0
