row_label_raw,row_label_full,col_0,Số cuối năm,Đơn vị tính: VND > Số đầu năm,numeric__Số cuối năm,numeric__Đơn vị tính: VND > Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
"Kinh phí đo đạc, cắm mốc, cấp giấy chứng nhận quyền sử dụng đất (*)","Ngắn hạn > Kinh phí đo đạc, cắm mốc, cấp giấy chứng nhận quyền sử dụng đất (*)","Kinh phí đo đạc, cắm mốc, cấp giấy chứng nhận quyền sử dụng đất (*)",16.920.399.387,19.681.062.867,16920399387.0,19681062867.0
"Nhận ký quỹ, ký cược","Ngắn hạn > Nhận ký quỹ, ký cược","Nhận ký quỹ, ký cược",13.970.377.229,12.373.644.526,13970377229.0,12373644526.0
Phải trả các thầu phụ chưa được đối chiếu,Ngắn hạn > Phải trả các thầu phụ chưa được đối chiếu,Phải trả các thầu phụ chưa được đối chiếu,12.552.688.399,11.893.908.599,12552688399.0,11893908599.0
Phải trả Ban Thanh lý Xí nghiệp Phú Lâm,Ngắn hạn > Phải trả Ban Thanh lý Xí nghiệp Phú Lâm,Phải trả Ban Thanh lý Xí nghiệp Phú Lâm,5.877.906.107,4.918.912.314,5877906107.0,4918912314.0
"Các khoản phải trả, phải nộp khác","Ngắn hạn > Các khoản phải trả, phải nộp khác","Các khoản phải trả, phải nộp khác",19.151.224.897,16.415.584.474,19151224897.0,16415584474.0
TỔNG CỘNG,Ngắn hạn > TỔNG CỘNG,TỔNG CỘNG,68.472.596.019,65.283.112.780,68472596019.0,65283112780.0
Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,,
"Nhận ký quỹ, ký cược","Dài hạn > Nhận ký quỹ, ký cược","Nhận ký quỹ, ký cược",10.830.361.951,12.164.275.858,10830361951.0,12164275858.0
Khác,Dài hạn > Khác,Khác,-,245.496.576,,245496576.0
Phải trả dài hạn khác cho bên liên quan(Thuyết minh số 33),Dài hạn > Phải trả dài hạn khác cho bên liên quan(Thuyết minh số 33),Phải trả dài hạn khác cho bên liên quan(Thuyết minh số 33),1.215.535.680,1.215.535.680,1215535680.0,1215535680.0
TỔNG CỘNG,Dài hạn > TỔNG CỘNG,TỔNG CỘNG,12.045.897.631,13.625.308.114,12045897631.0,13625308114.0
