row_label_raw,row_label_full,col_0,Chi phí đất trả trước và phí sử dụng hạ tầng VND,Lợi thế kinh doanh từ cổ phần hóa VND,Công cụ và dụng cụ VND,Chi phí sắp xếp khoản vay VND,Tổng VND,numeric__Chi phí đất trả trước và phí sử dụng hạ tầng VND,numeric__Lợi thế kinh doanh từ cổ phần hóa VND,numeric__Công cụ và dụng cụ VND,numeric__Chi phí sắp xếp khoản vay VND,numeric__Tổng VND
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,554.679.818.060,6.268.742.312,78.155.540.489,5.854.972.238,644.959.073.099,554679818060.0,6268742312.0,78155540489.0,5854972238.0,644959073099.0
Tăng trong năm,Tăng trong năm,Tăng trong năm,-,-,22.361.290.287,41.363.440.000,63.724.730.287,,,22361290287.0,41363440000.0,63724730287.0
Chuyển từ chi phí xây dựng cơ bản dở dang,Chuyển từ chi phí xây dựng cơ bản dở dang,Chuyển từ chi phí xây dựng cơ bản dở dang,-,-,50.693.776.222,-,50.693.776.222,,,50693776222.0,,50693776222.0
Chuyển sang chi phí trả trước ngắn hạn,Chuyển sang chi phí trả trước ngắn hạn,Chuyển sang chi phí trả trước ngắn hạn,-,-,(114.088.020),-,(114.088.020),,,-114088020.0,,-114088020.0
Phân bổ trong năm,Phân bổ trong năm,Phân bổ trong năm,(13.773.944.002),(3.134.371.158),(54.673.482.033),(6.868.872.547),(78.450.669.740),-13773944002.0,-3134371158.0,-54673482033.0,-6868872547.0,-78450669740.0
Thanh lý,Thanh lý,Thanh lý,-,-,(65.369.102),-,(65.369.102),,,-65369102.0,,-65369102.0
Xóa số,Xóa số,Xóa số,-,-,(929.103.012),-,(929.103.012),,,-929103012.0,,-929103012.0
Chênh lệch quy đổi ngoại tệ,Chênh lệch quy đổi ngoại tệ,Chênh lệch quy đổi ngoại tệ,-,-,1.481.634,-,1.481.634,,,1481634.0,,1481634.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,540.905.874.058,3.134.371.154,95.430.046.465,40.349.539.691,679.819.831.368,540905874058.0,3134371154.0,95430046465.0,40349539691.0,679819831368.0
