row_label_raw,row_label_full,Mối quan hệ,Bản chất giao dịch,Giá trị giao dịch > 2024VND,Giá trị giao dịch > 2023VND,Phải thu/(Phải trả) tại ngày > 31/12/2024VND,Phải thu/(Phải trả) tại ngày > 1/1/2024VND,numeric__Bản chất giao dịch,numeric__Giá trị giao dịch > 2024VND,numeric__Giá trị giao dịch > 2023VND,numeric__Phải thu/(Phải trả) tại ngày > 31/12/2024VND,numeric__Phải thu/(Phải trả) tại ngày > 1/1/2024VND
Công ty liên kết,Công ty liên kết,Công ty liên kết,,,,,,,,,,
Công ty Cổ phần Thực phẩm Cholimex,Công ty liên kết > Công ty Cổ phần Thực phẩm Cholimex,Công ty Cổ phần Thực phẩm Cholimex,Cổ tức nhận được sau ngày mua,13.296.085.000,13.296.085.000,-,-,,13296085000.0,13296085000.0,,
Các bên liên quan khác,Các bên liên quan khác,Các bên liên quan khác,,,,,,,,,,
Công ty Cổ phần Masan JinJu và chi nhánh,Các bên liên quan khác > Công ty Cổ phần Masan JinJu và chi nhánh,Công ty Cổ phần Masan JinJu và chi nhánh,Bán hàng hóa và cung cấp dịch vụ,122.870.049.462,115.642.471.462,10.617.506.238,-,,122870049462.0,115642471462.0,10617506238.0,
Công ty Cổ phần Masan JinJu và chi nhánh,Các bên liên quan khác > Công ty Cổ phần Masan JinJu và chi nhánh,Công ty Cổ phần Masan JinJu và chi nhánh,Bán tài sản cố định,571.353.653,-,-,-,,571353653.0,,,
Công ty Cổ phần Masan JinJu và chi nhánh,Các bên liên quan khác > Công ty Cổ phần Masan JinJu và chi nhánh,Công ty Cổ phần Masan JinJu và chi nhánh,Mua hàng hóa và cung cấp dịch vụ,82.996.174.762,174.148.845.162,(197.726.326),(41.842.486.263),,82996174762.0,174148845162.0,-197726326.0,-41842486263.0
Công ty Cổ phần Masan JinJu và chi nhánh,Các bên liên quan khác > Công ty Cổ phần Masan JinJu và chi nhánh,Công ty Cổ phần Masan JinJu và chi nhánh,Mua tài sản cố định,42.159.743.334,420.913.690,-,(463.005.059),,42159743334.0,420913690.0,,-463005059.0
Công ty Cổ phần Masan JinJu và chi nhánh,Các bên liên quan khác > Công ty Cổ phần Masan JinJu và chi nhánh,Công ty Cổ phần Masan JinJu và chi nhánh,Phí dịch vụ phân phối,58.364.765.999,60.893.605.576,-,-,,58364765999.0,60893605576.0,,
Công ty Cổ phần Masan JinJu và chi nhánh,Các bên liên quan khác > Công ty Cổ phần Masan JinJu và chi nhánh,Công ty Cổ phần Masan JinJu và chi nhánh,Phải trả tiền bán hàng thu hộ của dịch vụ phân phối,-,-,(155.967.769.673),(269.362.001.707),,,,-155967769673.0,-269362001707.0
Công ty Cổ phần Masan JinJu và chi nhánh,Các bên liên quan khác > Công ty Cổ phần Masan JinJu và chi nhánh,Công ty Cổ phần Masan JinJu và chi nhánh,Phí hỗ trợ bán hàng và giao hàng của dịch vụ phân phối,68.785.511.159,92.907.267.069,-,-,,68785511159.0,92907267069.0,,
Công ty Cổ phần Masan JinJu và chi nhánh,Các bên liên quan khác > Công ty Cổ phần Masan JinJu và chi nhánh,Công ty Cổ phần Masan JinJu và chi nhánh,Phí hỗ trợ quản lý,-,6.962.809.514,-,8.252.972.975,,,6962809514.0,,8252972975.0
Công ty TNHH Một Thành viên Masan Brewery PY,Các bên liên quan khác > Công ty TNHH Một Thành viên Masan Brewery PY,Công ty TNHH Một Thành viên Masan Brewery PY,Bán hàng hóa,69.887.669,121.575.798,-,15.179.972,,69887669.0,121575798.0,,15179972.0
