row_label_raw,row_label_full,col_0,1/1/2024Giá trị ghi sổ/Số có khả năngtrả nợVND,Biến động trong năm > Nhận nợ vayVND,Biến động trong năm > Trả nợ vayVND,31/12/2024Giá trị ghi sổ/Số có khả năngtrả nợVND,numeric__1/1/2024Giá trị ghi sổ/Số có khả năngtrả nợVND,numeric__Biến động trong năm > Nhận nợ vayVND,numeric__Biến động trong năm > Trả nợ vayVND,numeric__31/12/2024Giá trị ghi sổ/Số có khả năngtrả nợVND
Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,7.876.996.625.723,23.298.881.820.500,(22.336.620.812.072),8.839.257.634.151,7876996625723.0,23298881820500.0,-22336620812072.0,8839257634151.0
Vay dài hạn,Vay dài hạn,Vay dài hạn,819.194.067.608,1.764.400.000.009,(591.806.239.637),1.991.787.827.980,819194067608.0,1764400000009.0,-591806239637.0,1991787827980.0
,,,8.696.190.693.331,25.063.281.820.509,(22.928.427.051.709),10.831.045.462.131,8696190693331.0,25063281820509.0,-22928427051709.0,10831045462131.0
