row_label_raw,row_label_full,STT,Tên công ty,Hoạt động chính,Trụ sở,Phần trăm lợi ích kinh tế tại ngày 31/12/2024,1/1/2024,Phần trăm quyền biểu quyết tại ngày 31/12/2024,1/1/2024_1,numeric__Tên công ty,numeric__Hoạt động chính,numeric__Trụ sở,numeric__Phần trăm lợi ích kinh tế tại ngày 31/12/2024,numeric__1/1/2024,numeric__Phần trăm quyền biểu quyết tại ngày 31/12/2024,numeric__1/1/2024_1
,,,Các công ty con sở hữu gián tiếp,Các công ty con sở hữu gián tiếp,Các công ty con sở hữu gián tiếp,Các công ty con sở hữu gián tiếp,Các công ty con sở hữu gián tiếp,Các công ty con sở hữu gián tiếp,Các công ty con sở hữu gián tiếp,,,,,,,
1,1,1,Công ty TNHH Một Thành viên Công nghiệp Masan,"(i) Sản xuất gia vị, thực phẩm tiện lợi và bao bì","Lô 6, Khu Công nghiệp Tân Đông Hiệp A, Phường Tân Đông Hiệp, Thành phố Dĩ An, Tỉnh Bình Dương, Việt Nam.",100%,100%,100%,100%,,,,1.0,1.0,1.0,1.0
2,2,2,Công ty TNHH Một Thành viên Công nghệ Thực phẩm Việt Tiến,(i) Sản xuất gia vị và nước uống đóng chai,"Lô III-10, Đường số 1, Nhóm Công nghiệp III, Khu Công nghiệp Tân Bình, phường Tây Thạnh, Quận Tân Phú, Thành phố Hồ Chí Minh, Việt Nam.",100%,100%,100%,100%,,,,1.0,1.0,1.0,1.0
3,3,3,Công ty Cổ phần Masan PQ,(i) Sản xuất gia vị,"Tổ 1, Áp Suối Đá, Xã Dương Tơ, Thành phố Phú Quốc, Tỉnh Kiên Giang, Việt Nam.","99,99%","99,99%","99,99%","99,99%",,,,0.9998999999999999,0.9998999999999999,0.9998999999999999,0.9998999999999999
4,4,4,Công ty TNHH Masan Long An,(i) Sản xuất gia vị và nước uống đóng chai,"Áp 2, Xã Thạnh Hòa, Huyện Bến Lức, Tỉnh Long An, Việt Nam.",100%,100%,100%,100%,,,,1.0,1.0,1.0,1.0
5,5,5,Công ty TNHH Một Thành viên Masan HD,(i) Sản xuất thực phẩm tiện lợi và gia vị,"Lô 22, Khu Công nghiệp Đại An, Phường Tứ Minh, Thành phố Hải Dương, Tỉnh Hải Dương, Việt Nam.",100%,100%,100%,100%,,,,1.0,1.0,1.0,1.0
6,6,6,Công ty TNHH Một Thành viên Masan MB,"(i) Sản xuất gia vị, thực phẩm tiện lợi, bao bì và đồ uống","Khu B, Khu Công nghiệp Nam Cẩm, Khu Kinh tế Đông Nam Nghệ An, Xã Nghi Long, Huyện Nghi Lộc, Tỉnh Nghệ An, Việt Nam.",100%,100%,100%,100%,,,,1.0,1.0,1.0,1.0
