row_label_raw,row_label_full,Mối quan hệ,Bản chất giao dịch,Giá trị giao dịch > 2024VND,Giá trị giao dịch > 2023VND,Phải thu/(Phải trả) tại ngày > 31/12/2024VND,Phải thu/(Phải trả) tại ngày > 1/1/2024VND,numeric__Bản chất giao dịch,numeric__Giá trị giao dịch > 2024VND,numeric__Giá trị giao dịch > 2023VND,numeric__Phải thu/(Phải trả) tại ngày > 31/12/2024VND,numeric__Phải thu/(Phải trả) tại ngày > 1/1/2024VND
Công ty Cổ phần Dịch vụ,Công ty Cổ phần Dịch vụ,Công ty Cổ phần Dịch vụ,Bán hàng hóa,1.932.664.094.085,1.469.296.862.079,621.946.587.008,629.797.907.880,,1932664094085.0,1469296862079.0,621946587008.0,629797907880.0
Thương mại Tổng hợp,Thương mại Tổng hợp,Thương mại Tổng hợp,Bán tài sản cố định,-,931.320.407,-,1.024.452.448,,,931320407.0,,1024452448.0
WinCommerce,WinCommerce,WinCommerce,Mua hàng hóa và dịch vụ,584.900.888.379,361.788.024.986,(21.250.763),(40.169.100),,584900888379.0,361788024986.0,-21250763.0,-40169100.0
WinCommerce,WinCommerce,WinCommerce,Mua tài sản cố định,45.454.545,1.522.851.000,-,-,,45454545.0,1522851000.0,,
WinCommerce,WinCommerce,WinCommerce,Trả trước tiền hàng,37.000.000,240.179.500,37.000.000,240.179.500,,37000000.0,240179500.0,37000000.0,240179500.0
WinCommerce,WinCommerce,WinCommerce,Phân bổ tiền thuê văn phòng,22.943.864.180,19.680.961.961,6.689.049.661,6.886.915.115,,22943864180.0,19680961961.0,6689049661.0,6886915115.0
WinCommerce,WinCommerce,WinCommerce,Chiết khấu thanh toán và các khoản hỗ trợ bán hàng khác phải trả,21.863.202.843,23.101.616.176,-,-,,21863202843.0,23101616176.0,,
WinCommerce,WinCommerce,WinCommerce,Phải thu tiền bán hàng thu hộ của hoạt động dịch vụ phân phối,-,-,-,67.572.186.586,,,,,67572186586.0
WinCommerce,WinCommerce,WinCommerce,Phải thu khác,-,-,17.000.000,17.000.000,,,,17000000.0,17000000.0
Công ty TNHH Đầu tư Sản xuất,Công ty TNHH Đầu tư Sản xuất,Công ty TNHH Đầu tư Sản xuất,Mua hàng hóa và cung cấp dịch vụ,8.744.327.374,7.857.674.500,(1.566.844.000),(302.960.000),,8744327374.0,7857674500.0,-1566844000.0,-302960000.0
Phát triển Nông nghiệp Wineco,Phát triển Nông nghiệp Wineco,Phát triển Nông nghiệp Wineco,Phân bổ tiền thuê văn phòng,336.911.040,703.008.870,-,234.007.780,,336911040.0,703008870.0,,234007780.0
Công ty Cổ phần Phúc Long Heritage,Công ty Cổ phần Phúc Long Heritage,Công ty Cổ phần Phúc Long Heritage,Bán hàng hóa và cung cấp dịch vụ,8.537.527.343,10.645.102.479,1.073.215.608,1.221.745.500,,8537527343.0,10645102479.0,1073215608.0,1221745500.0
Công ty Cổ phần Phúc Long Heritage,Công ty Cổ phần Phúc Long Heritage,Công ty Cổ phần Phúc Long Heritage,Bán tài sản cố định,6.000.000,-,-,-,,6000000.0,,,
Công ty Cổ phần Phúc Long Heritage,Công ty Cổ phần Phúc Long Heritage,Công ty Cổ phần Phúc Long Heritage,Mua hàng hóa,9.108.386.526,1.730.731.639,(522.547.200),(688.457.286),,9108386526.0,1730731639.0,-522547200.0,-688457286.0
Công ty Cổ phần Phúc Long Heritage,Công ty Cổ phần Phúc Long Heritage,Công ty Cổ phần Phúc Long Heritage,Phí hỗ trợ quản lý,158.213.488,1.438.215.492,170.870.567,1.553.272.731,,158213488.0,1438215492.0,170870567.0,1553272731.0
Công ty Cổ phần Mobicast,Công ty Cổ phần Mobicast,Công ty Cổ phần Mobicast,Mua dịch vụ,6.952.441.460,5.660.418.990,(294.392.013),(240.824.372),,6952441460.0,5660418990.0,-294392013.0,-240824372.0
Công ty Cổ phần Supra,Công ty Cổ phần Supra,Công ty Cổ phần Supra,Bán hàng hóa,251.496.622,238.214.559,16.011.603,23.389.399,,251496622.0,238214559.0,16011603.0,23389399.0
Công ty Cổ phần Supra,Công ty Cổ phần Supra,Công ty Cổ phần Supra,Bán tài sản cố định,-,21.000.000,-,-,,,21000000.0,,
Công ty Cổ phần Supra,Công ty Cổ phần Supra,Công ty Cổ phần Supra,Mua dịch vụ,11.860.225.744,450.096.070,(448.438.425),-,,11860225744.0,450096070.0,-448438425.0,
Công ty Cổ phần Supra,Công ty Cổ phần Supra,Công ty Cổ phần Supra,Phí hỗ trợ quản lý,580.346.492,1.650.296.993,626.774.211,1.782.320.752,,580346492.0,1650296993.0,626774211.0,1782320752.0
Công ty Cổ phần Supra,Công ty Cổ phần Supra,Công ty Cổ phần Supra,Phải trả khác,-,3.000.000,(3.000.000),(3.000.000),,,3000000.0,-3000000.0,-3000000.0
