row_label_raw,row_label_full,Mối quan hệ,Bản chất giao dịch,Giá trị giao dịch > 2024VND,Giá trị giao dịch > 2023VND,Phải thu/(Phải trả) tại ngày > 31/12/2024VND,Phải thu/(Phải trả) tại ngày > 1/1/2024VND,numeric__Bản chất giao dịch,numeric__Giá trị giao dịch > 2024VND,numeric__Giá trị giao dịch > 2023VND,numeric__Phải thu/(Phải trả) tại ngày > 31/12/2024VND,numeric__Phải thu/(Phải trả) tại ngày > 1/1/2024VND
Công ty TNHH Một Thành viênMasan Brewery HG,Công ty TNHH Một Thành viênMasan Brewery HG,Công ty TNHH Một Thành viênMasan Brewery HG,Bán hàng hóa,697.456.640,197.070.250,485.816.575,32.819.972,,697456640.0,197070250.0,485816575.0,32819972.0
Công ty TNHH Một Thành viênMasan Brewery HG,Công ty TNHH Một Thành viênMasan Brewery HG,Công ty TNHH Một Thành viênMasan Brewery HG,Mua hàng hóa và dịch vụ,8.082.502.010,7.096.157.868,(917.678.870),(686.112.379),,8082502010.0,7096157868.0,-917678870.0,-686112379.0
Công ty TNHH Một Thành viênMasan Brewery HG,Công ty TNHH Một Thành viênMasan Brewery HG,Công ty TNHH Một Thành viênMasan Brewery HG,Phí hỗ trợ quản lý,-,152.424.394,-,164.618.346,,,152424394.0,,164618346.0
Công ty TNHH Masan BreweryMB,Công ty TNHH Masan BreweryMB,Công ty TNHH Masan BreweryMB,Mua dịch vụ,6.048.000.000,4.536.000.000,(598.485.824),(2.289.836.809),,6048000000.0,4536000000.0,-598485824.0,-2289836809.0
Công ty TNHH Masan BreweryMB,Công ty TNHH Masan BreweryMB,Công ty TNHH Masan BreweryMB,Phí hỗ trợ quản lý,-,481.224.446,-,519.722.402,,,481224446.0,,519722402.0
Công ty TNHH Masan BreweryMB,Công ty TNHH Masan BreweryMB,Công ty TNHH Masan BreweryMB,Đặt cọc thuê kho,-,12.327.201.917,67.199.190.493,67.199.190.493,,,12327201917.0,67199190493.0,67199190493.0
Công ty Cổ phần MasanMEATLife,Công ty Cổ phần MasanMEATLife,Công ty Cổ phần MasanMEATLife,Bán hàng hóa,17.272.221,28.951.509,2.178.000,2.178.000,,17272221.0,28951509.0,2178000.0,2178000.0
Công ty Cổ phần MasanMEATLife,Công ty Cổ phần MasanMEATLife,Công ty Cổ phần MasanMEATLife,Bán tài sản cố định,1.424.423.807,-,-,-,,1424423807.0,,,
Công ty Cổ phần MasanMEATLife,Công ty Cổ phần MasanMEATLife,Công ty Cổ phần MasanMEATLife,Phí hỗ trợ quản lý,24.515.402.071,21.867.558.287,12.628.950.121,24.054.314.116,,24515402071.0,21867558287.0,12628950121.0,24054314116.0
Công ty TNHH MEATDeli HN,Công ty TNHH MEATDeli HN,Công ty TNHH MEATDeli HN,Bán hàng hóa,219.074.385,268.596.582,39.402.768,189.202.323,,219074385.0,268596582.0,39402768.0,189202323.0
Công ty TNHH MEATDeli HN,Công ty TNHH MEATDeli HN,Công ty TNHH MEATDeli HN,Mua hàng hóa,1.311.981.600,62.566.250,(308.683.200),-,,1311981600.0,62566250.0,-308683200.0,
Công ty TNHH MEATDeli SàiGòn,Công ty TNHH MEATDeli SàiGòn,Công ty TNHH MEATDeli SàiGòn,Bán hàng hóa,369.860.794,163.661.924,22.731.589,-,,369860794.0,163661924.0,22731589.0,
Công ty TNHH MEATDeli SàiGòn,Công ty TNHH MEATDeli SàiGòn,Công ty TNHH MEATDeli SàiGòn,Mua hàng hóa và dịch vụ,11.961.278.823,1.734.332.867,(346.111.687),(547.101.800),,11961278823.0,1734332867.0,-346111687.0,-547101800.0
Công ty TNHH Thực phẩm 3F VIỆT,Công ty TNHH Thực phẩm 3F VIỆT,Công ty TNHH Thực phẩm 3F VIỆT,Bán hàng hóa,19.798.624,49.647.548,-,8.075.000,,19798624.0,49647548.0,,8075000.0
Công ty TNHH Thực phẩm 3F VIỆT,Công ty TNHH Thực phẩm 3F VIỆT,Công ty TNHH Thực phẩm 3F VIỆT,Mua hàng hóa,43.268.592,33.148.791,-,-,,43268592.0,33148791.0,,
Công ty Cổ phần 3F VIỆTVà chi nhánh,Công ty Cổ phần 3F VIỆTVà chi nhánh,Công ty Cổ phần 3F VIỆTVà chi nhánh,Bán hàng hóa,254.144.503,21.909.930,3.240.000,12.344.070,,254144503.0,21909930.0,3240000.0,12344070.0
Công ty Cổ phần 3F VIỆTVà chi nhánh,Công ty Cổ phần 3F VIỆTVà chi nhánh,Công ty Cổ phần 3F VIỆTVà chi nhánh,Mua hàng hóa,18.500.920,-,-,-,,18500920.0,,,
Công ty TNHH Khai thác Chếbiến Khoáng sản Núi Pháo,Công ty TNHH Khai thác Chếbiến Khoáng sản Núi Pháo,Công ty TNHH Khai thác Chếbiến Khoáng sản Núi Pháo,Bán hàng hóa,1.112.853.611,1.039.851.344,141.031.618,147.621.167,,1112853611.0,1039851344.0,141031618.0,147621167.0
Công ty TNHH Khai thác Chếbiến Khoáng sản Núi Pháo,Công ty TNHH Khai thác Chếbiến Khoáng sản Núi Pháo,Công ty TNHH Khai thác Chếbiến Khoáng sản Núi Pháo,Phí hỗ trợ quản lý,-,139.088.070,-,152.996.877,,,139088070.0,,152996877.0
