row_label_raw,row_label_full,Ông Trương Công Thắng,Tổng Giám đốc,numeric__Tổng Giám đốc
Bà Nguyễn Hoàng Yến,Bà Nguyễn Hoàng Yến,Bà Nguyễn Hoàng Yến,Phó Tổng Giám đốc,
Ông Phạm Hồng Sơn,Ông Phạm Hồng Sơn,Ông Phạm Hồng Sơn,Phó Tổng Giám đốc,
