row_label_raw,row_label_full,Lưu chuyển tiền thuần trong năm\( (50 = 20 + 30 + 40) \) > Tiền và các khoản tương đương tiền đầu năm,Mã số > 50 > 60,Thuyết minh,2015 VND > 391.119.906.214 > 526.748.546.327,2014 VND > 217.359.228.146 > 309.130.444.725,numeric__Mã số > 50 > 60,numeric__Thuyết minh,numeric__2015 VND > 391.119.906.214 > 526.748.546.327,numeric__2014 VND > 217.359.228.146 > 309.130.444.725
Ảnh hưởng của thay đổi tỷ giá hối đoái đối với tiền và các khoản tương đương tiền,Ảnh hưởng của thay đổi tỷ giá hối đoái đối với tiền và các khoản tương đương tiền,Ảnh hưởng của thay đổi tỷ giá hối đoái đối với tiền và các khoản tương đương tiền,61,,(4.474.463.459),(200.667.974),61.0,,-4474463459.0,-200667974.0
Chênh lệch quy đổi ngoại tệ,Chênh lệch quy đổi ngoại tệ,Chênh lệch quy đổi ngoại tệ,61,,10.118.928.613,459.541.430,61.0,,10118928613.0,459541430.0
Tiền và các khoản tương đương tiền cuối năm \( (70 = 50 + 60 + 61) \),Tiền và các khoản tương đương tiền cuối năm \( (70 = 50 + 60 + 61) \),Tiền và các khoản tương đương tiền cuối năm \( (70 = 50 + 60 + 61) \),70,6,923.512.917.695,526.748.546.327,70.0,6.0,923512917695.0,526748546327.0
