row_label_raw,row_label_full,Lợi nhuận trước thuếĐiều chỉnh cho các khoản,01,1.168.482.527.232,444.320.075.754,numeric__01,numeric__1.168.482.527.232,numeric__444.320.075.754
Khấu hao và phân bổGiá trị thời gian của tiền đã đượcchiết khấu của khoản dự phòngLỗ/(lãi) chênh lệch tỷ giá hối đoáichưa thực hiệnLãi từ hoạt động đầu tưLỗ trong công ty liên kếtLãi từ thanh lý công ty con và côngty liên kếtLỗ từ thanh lý và xóa sổ tài sản cốđịnhChi phí lãi vay,Khấu hao và phân bổGiá trị thời gian của tiền đã đượcchiết khấu của khoản dự phòngLỗ/(lãi) chênh lệch tỷ giá hối đoáichưa thực hiệnLãi từ hoạt động đầu tưLỗ trong công ty liên kếtLãi từ thanh lý công ty con và côngty liên kếtLỗ từ thanh lý và xóa sổ tài sản cốđịnhChi phí lãi vay,Khấu hao và phân bổGiá trị thời gian của tiền đã đượcchiết khấu của khoản dự phòngLỗ/(lãi) chênh lệch tỷ giá hối đoáichưa thực hiệnLãi từ hoạt động đầu tưLỗ trong công ty liên kếtLãi từ thanh lý công ty con và côngty liên kếtLỗ từ thanh lý và xóa sổ tài sản cốđịnhChi phí lãi vay,02030405050505050506,10.165.032.533272.908.367.17040.184.427.061(46.766.837.294)20.606.172.829(19.634.366.469)16.078.787129.699.274.892,11.455.020.516132.244.018.277(59.421.179.665)(15.465.488.365)10.203.736.418-53.373.93264.322.932.666,2.0304050505050506e+18,,
Lợi nhuận từ hoạt động kinh doanhtrước những thay đổi vốn lưu động,Lợi nhuận từ hoạt động kinh doanhtrước những thay đổi vốn lưu động,Lợi nhuận từ hoạt động kinh doanhtrước những thay đổi vốn lưu động,08,1.575.660.676.741,587.712.489.533,8.0,1575660676741.0,587712489533.0
Biến động các khoản phải thuBiến động hàng tồn khoBiến động các khoản phải trả và nợphải trả khácBiến động chi phí trả trước,Biến động các khoản phải thuBiến động hàng tồn khoBiến động các khoản phải trả và nợphải trả khácBiến động chi phí trả trước,Biến động các khoản phải thuBiến động hàng tồn khoBiến động các khoản phải trả và nợphải trả khácBiến động chi phí trả trước,09101112,(1.625.001.218.034)(71.064.886.853)1.014.101.748.947120.235.326.504,(918.972.528.283)(32.928.323.261)262.980.217.725197.980.025.150,9101112.0,,
,,,,1.013.931.647.305(162.169.963.853),96.771.880.864(59.808.310.905),,,
Tiền lãi vay đã trả,Tiền lãi vay đã trả,Tiền lãi vay đã trả,14,1.013.931.647.305(162.169.963.853),96.771.880.864(59.808.310.905),14.0,,
Lưu chuyển tiền thuần từ cáchoạt động kinh doanh,Lưu chuyển tiền thuần từ cáchoạt động kinh doanh,Lưu chuyển tiền thuần từ cáchoạt động kinh doanh,20,851.761.683.452,36.963.569.959,20.0,851761683452.0,36963569959.0
