row_label_raw,row_label_full,col_0,31/12/2015USD,1/1/2015USD,numeric__31/12/2015USD,numeric__1/1/2015USD
Tiền và các khoản tương đương tiền,Tiền và các khoản tương đương tiền,Tiền và các khoản tương đương tiền,6.544.678,1.348.543,6544678.0,1348543.0
Phải thu của khách hàng và phải thu khác,Phải thu của khách hàng và phải thu khác,Phải thu của khách hàng và phải thu khác,137.877.990,58.854.303,137877990.0,58854303.0
Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,(44.163.543),(22.355.702),-44163543.0,-22355702.0
Phải trả người bán và phải trả khác,Phải trả người bán và phải trả khác,Phải trả người bán và phải trả khác,(4.668.656),(1.342.796),-4668656.0,-1342796.0
,,,95.590.469,36.504.348,95590469.0,36504348.0
