row_label_raw,row_label_full,col_0,Chi phíbảo dưỡngmáy bayVND,Chi phíhoàn tràtài sản thuêVND,Chi phíkiểm tra và sửachữa lớnVND,"Phụ tùng quayvòng, công cụ vàdụng cụVND",Chi phíkhácVND,TổngVND,numeric__Chi phíbảo dưỡngmáy bayVND,numeric__Chi phíhoàn tràtài sản thuêVND,numeric__Chi phíkiểm tra và sửachữa lớnVND,"numeric__Phụ tùng quayvòng, công cụ vàdụng cụVND",numeric__Chi phíkhácVND,numeric__TổngVND
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,1.541.601.113.760,109.476.174.811,64.331.958.415,150.512.265.550,2.237.454.214,1.868.158.966.750,1541601113760.0,109476174811.0,64331958415.0,150512265550.0,2237454214.0,1868158966750.0
Tăng trong năm,Tăng trong năm,Tăng trong năm,1.048.985.420.123,63.862.839.572,138.495.606.254,133.381.753.630,-,1.384.725.619.579,1048985420123.0,63862839572.0,138495606254.0,133381753630.0,,1384725619579.0
Phân bổ trong năm,Phân bổ trong năm,Phân bổ trong năm,(343.438.385.596),(31.165.947.850),(62.763.365.211),(87.263.789.398),(1.223.705.513),(525.855.193.568),-343438385596.0,-31165947850.0,-62763365211.0,-87263789398.0,-1223705513.0,-525855193568.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,2.247.148.148.287,142.173.066.533,140.064.199.458,196.630.229.782,1.013.748.701,2.727.029.392.761,2247148148287.0,142173066533.0,140064199458.0,196630229782.0,1013748701.0,2727029392761.0
