row_label_raw,row_label_full,col_0,2014(phân loại lại)VND,2014(theo báo cáotrước đây)VND,numeric__2014(phân loại lại)VND,numeric__2014(theo báo cáotrước đây)VND
Doanh thu bán hàng và cung cấp dịch vụ,Doanh thu bán hàng và cung cấp dịch vụ,Doanh thu bán hàng và cung cấp dịch vụ,8.706.266.940.570,8.699.111.112.857,8706266940570.0,8699111112857.0
Doanh thu hoạt động tài chính,Doanh thu hoạt động tài chính,Doanh thu hoạt động tài chính,76.992.408.178,78.845.286.603,76992408178.0,78845286603.0
Chi phí tài chính,Chi phí tài chính,Chi phí tài chính,210.284.872.859,212.137.751.284,210284872859.0,212137751284.0
Thu nhập khác,Thu nhập khác,Thu nhập khác,36.640.258.908,43.796.086.621,36640258908.0,43796086621.0
