row_label_raw,row_label_full,col_0,Giá trị ghi số VND,Dòng tiền theo hợp đồng VND,Trong vòng 1 năm VND,numeric__Giá trị ghi số VND,numeric__Dòng tiền theo hợp đồng VND,numeric__Trong vòng 1 năm VND
Phải trả người bán ngắn hạn,Phải trả người bán ngắn hạn,Phải trả người bán ngắn hạn,425.825.498.260,425.825.498.260,425.825.498.260,425825498260.0,425825498260.0,425825498260.0
Chi phí phải trả ngắn hạn,Chi phí phải trả ngắn hạn,Chi phí phải trả ngắn hạn,396.937.677.585,396.937.677.585,396.937.677.585,396937677585.0,396937677585.0,396937677585.0
Phải trả ngắn hạn khác,Phải trả ngắn hạn khác,Phải trả ngắn hạn khác,622.174.879.614,622.174.879.614,622.174.879.614,622174879614.0,622174879614.0,622174879614.0
Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,3.543.467.794.788,3.573.644.238.534,3.573.644.238.534,3543467794788.0,3573644238534.0,3573644238534.0
,,,4.988.405.850.247,5.018.582.293.993,5.018.582.293.993,4988405850247.0,5018582293993.0,5018582293993.0
