row_label_raw,row_label_full,col_0,Giá trị ghi số > 31/12/2015VND,Giá trị ghi số > 1/1/2015VND,numeric__Giá trị ghi số > 31/12/2015VND,numeric__Giá trị ghi số > 1/1/2015VND
Được phân loại là tài sản nằm giữ vì mục đích kinh doanh,Được phân loại là tài sản nằm giữ vì mục đích kinh doanh,Được phân loại là tài sản nằm giữ vì mục đích kinh doanh,,,,
• Công cụ tài chính kinh doanh,Được phân loại là tài sản nằm giữ vì mục đích kinh doanh > • Công cụ tài chính kinh doanh,• Công cụ tài chính kinh doanh,270.000.000.000,270.000.000.000,270000000000.0,270000000000.0
Được phân loại là các khoản cho vay và phải thu:,Được phân loại là các khoản cho vay và phải thu:,Được phân loại là các khoản cho vay và phải thu:,,,,
• Tiền và các khoản tương đương tiền,Được phân loại là các khoản cho vay và phải thu: > • Tiền và các khoản tương đương tiền,• Tiền và các khoản tương đương tiền,923.512.917.695,526.748.546.327,923512917695.0,526748546327.0
• Phải thu ngắn hạn của khách hàng,Được phân loại là các khoản cho vay và phải thu: > • Phải thu ngắn hạn của khách hàng,• Phải thu ngắn hạn của khách hàng,639.233.057.212,48.394.776.778,639233057212.0,48394776778.0
• Phải thu về cho vay ngắn hạn,Được phân loại là các khoản cho vay và phải thu: > • Phải thu về cho vay ngắn hạn,• Phải thu về cho vay ngắn hạn,32.000.000.000,2.000.000.000,32000000000.0,2000000000.0
• Phải thu khác,Được phân loại là các khoản cho vay và phải thu: > • Phải thu khác,• Phải thu khác,2.648.817.114.314,1.405.304.855.732,2648817114314.0,1405304855732.0
Được phân loại là tài sản tài chính sẵn sàng để bán,Được phân loại là tài sản tài chính sẵn sàng để bán,Được phân loại là tài sản tài chính sẵn sàng để bán,,,,
• Đầu tư góp vốn vào đơn vị khác,Được phân loại là tài sản tài chính sẵn sàng để bán > • Đầu tư góp vốn vào đơn vị khác,• Đầu tư góp vốn vào đơn vị khác,7.868.448.000,7.868.448.000,7868448000.0,7868448000.0
• Đầu tư nắm giữ đến ngày đáo hạn,Được phân loại là tài sản tài chính sẵn sàng để bán > • Đầu tư nắm giữ đến ngày đáo hạn,• Đầu tư nắm giữ đến ngày đáo hạn,556.181.818,556.181.818,556181818.0,556181818.0
Được phân loại là nợ phải trả tài chính được xác định theo giá trị phân bổ,Được phân loại là nợ phải trả tài chính được xác định theo giá trị phân bổ,Được phân loại là nợ phải trả tài chính được xác định theo giá trị phân bổ,,,,
• Phải trả người bán ngắn hạn,Được phân loại là nợ phải trả tài chính được xác định theo giá trị phân bổ > • Phải trả người bán ngắn hạn,• Phải trả người bán ngắn hạn,(425.825.498.260),(329.424.850.073),-425825498260.0,-329424850073.0
• Chi phí phải trả ngắn hạn,Được phân loại là nợ phải trả tài chính được xác định theo giá trị phân bổ > • Chi phí phải trả ngắn hạn,• Chi phí phải trả ngắn hạn,(396.937.677.585),(154.478.731.692),-396937677585.0,-154478731692.0
• Phải trả ngắn hạn khác,Được phân loại là nợ phải trả tài chính được xác định theo giá trị phân bổ > • Phải trả ngắn hạn khác,• Phải trả ngắn hạn khác,(622.174.879.614),(695.204.057.156),-622174879614.0,-695204057156.0
• Vay ngắn hạn,Được phân loại là nợ phải trả tài chính được xác định theo giá trị phân bổ > • Vay ngắn hạn,• Vay ngắn hạn,(3.543.467.794.788),(2.602.248.050.994),-3543467794788.0,-2602248050994.0
