row_label_raw,row_label_full,col_0,Mã số,Thuyết minh,2015 VND,2014 VND Phân loại lại,numeric__Mã số,numeric__Thuyết minh,numeric__2015 VND,numeric__2014 VND Phân loại lại
Lợi nhuận sau thuế TNDN,Lợi nhuận sau thuế TNDN,Lợi nhuận sau thuế TNDN,60,,1.170.631.713.663,360.150.053.657,60.0,,1170631713663.0,360150053657.0
Phân bổ cho:,Phân bổ cho:,Phân bổ cho:,Phân bổ cho:,Phân bổ cho:,Phân bổ cho:,Phân bổ cho:,,,,
Lợi nhuận sau thuế của công ty mẹ,Phân bổ cho: > Lợi nhuận sau thuế của công ty mẹ,Lợi nhuận sau thuế của công ty mẹ,61,,1.170.253.353.846,360.422.574.648,61.0,,1170253353846.0,360422574648.0
Lợi nhuận sau thuế của cổ đông không kiểm soát,Phân bổ cho: > Lợi nhuận sau thuế của cổ đông không kiểm soát,Lợi nhuận sau thuế của cổ đông không kiểm soát,62,,378.359.817,(272.520.991),62.0,,378359817.0,-272520991.0
Lãi trên cổ phiếu,Lãi trên cổ phiếu,Lãi trên cổ phiếu,Lãi trên cổ phiếu,Lãi trên cổ phiếu,Lãi trên cổ phiếu,Lãi trên cổ phiếu,,,,
Lãi cơ bản trên cổ phiếu,Lãi trên cổ phiếu > Lãi cơ bản trên cổ phiếu,Lãi cơ bản trên cổ phiếu,70,37,11.617,3.604,70.0,37.0,11617.0,3604.0
