row_label_raw,row_label_full,Ông Mai Hữu Tín > Ông Hồ Anh Dũng > Ông Vũ Xuân Dương,Chủ tịch > Phó Chủ tịch > Chủ tịch > Phó Chủ tịch > Thành viên,bổ nhiệm ngày 10 tháng 6 năm 2019 > đến ngày 9 tháng 6 năm 2019 > từ nhiệm ngày 10 tháng 6 năm 2019 > bổ nhiệm ngày 10 tháng 6 năm 2019 > đến ngày 9 tháng 6 năm 2019,numeric__Chủ tịch > Phó Chủ tịch > Chủ tịch > Phó Chủ tịch > Thành viên,numeric__bổ nhiệm ngày 10 tháng 6 năm 2019 > đến ngày 9 tháng 6 năm 2019 > từ nhiệm ngày 10 tháng 6 năm 2019 > bổ nhiệm ngày 10 tháng 6 năm 2019 > đến ngày 9 tháng 6 năm 2019
Ông Nguyễn Trọng Hiếu,Ông Nguyễn Trọng Hiếu,Ông Nguyễn Trọng Hiếu,Thành viên,,,
Ông Võ Quốc Lợi,Ông Võ Quốc Lợi,Ông Võ Quốc Lợi,Thành viên,bổ nhiệm ngày 10 tháng 6 năm 2019,,
Ông Lê Văn Minh,Ông Lê Văn Minh,Ông Lê Văn Minh,Thành viên,bổ nhiệm ngày 10 tháng 6 năm 2019,,
Ông Vũ Tuấn Hoàng,Ông Vũ Tuấn Hoàng,Ông Vũ Tuấn Hoàng,Thành viên,từ nhiệm ngày 10 tháng 6 năm 2019,,
