row_label_raw,row_label_full,col_0,Năm nay,VNDNăm trước,numeric__Năm nay,numeric__VNDNăm trước
Tổng lỗ kế toán trước thuế,Tổng lỗ kế toán trước thuế,Tổng lỗ kế toán trước thuế,(963.025.621.017),(699.981.056.634),-963025621017.0,-699981056634.0
Thuế TNDN theo thuế suất 20%,Thuế TNDN theo thuế suất 20%,Thuế TNDN theo thuế suất 20%,(192.605.124.203),(139.996.211.327),-192605124203.0,-139996211327.0
Các khoản điều chỉnh:,Các khoản điều chỉnh:,Các khoản điều chỉnh:,Các khoản điều chỉnh:,Các khoản điều chỉnh:,,
Dự phòng giảm giả hàng tồn kho,Các khoản điều chỉnh: > Dự phòng giảm giả hàng tồn kho,Dự phòng giảm giả hàng tồn kho,54.010.202.126,28.404.674.117,54010202126.0,28404674117.0
Dự phòng nợ phải thu khó đòi,Các khoản điều chỉnh: > Dự phòng nợ phải thu khó đòi,Dự phòng nợ phải thu khó đòi,53.683.365.257,88.585.925.592,53683365257.0,88585925592.0
Chi phí lãi vay không được trừ,Các khoản điều chỉnh: > Chi phí lãi vay không được trừ,Chi phí lãi vay không được trừ,21.717.709.193,16.278.572.832,21717709193.0,16278572832.0
Thay đổi chi phí phải trả,Các khoản điều chỉnh: > Thay đổi chi phí phải trả,Thay đổi chi phí phải trả,21.358.692.879,608.287.099,21358692879.0,608287099.0
Chi phí khấu hao tài sản ngưng sử dụng,Các khoản điều chỉnh: > Chi phí khấu hao tài sản ngưng sử dụng,Chi phí khấu hao tài sản ngưng sử dụng,10.811.908.349,-,10811908349.0,
Trích lập dự phòng đầu tư tài chính,Các khoản điều chỉnh: > Trích lập dự phòng đầu tư tài chính,Trích lập dự phòng đầu tư tài chính,3.360.862.500,(222.248.233),3360862500.0,-222248233.0
Chi phí không được trừ,Các khoản điều chỉnh: > Chi phí không được trừ,Chi phí không được trừ,2.380.108.306,6.291.319.415,2380108306.0,6291319415.0
Thu nhập từ lãi cho vay không đủ điều kiện ghi nhận doanh thu trong năm,Các khoản điều chỉnh: > Thu nhập từ lãi cho vay không đủ điều kiện ghi nhận doanh thu trong năm,Thu nhập từ lãi cho vay không đủ điều kiện ghi nhận doanh thu trong năm,1.784.632.622,-,1784632622.0,
Trích bổ sung thuế TNDN các năm trước,Các khoản điều chỉnh: > Trích bổ sung thuế TNDN các năm trước,Trích bổ sung thuế TNDN các năm trước,383.282.516,-,383282516.0,
Dự phòng trợ cấp thời việc,Các khoản điều chỉnh: > Dự phòng trợ cấp thời việc,Dự phòng trợ cấp thời việc,-,(12.328.800),,-12328800.0
Chênh lệch tỷ giả do đánh giả lại các khoản mục tiền tệ có gốc ngoại tệ,Các khoản điều chỉnh: > Chênh lệch tỷ giả do đánh giả lại các khoản mục tiền tệ có gốc ngoại tệ,Chênh lệch tỷ giả do đánh giả lại các khoản mục tiền tệ có gốc ngoại tệ,(102.297.528),(182.155.132),-102297528.0,-182155132.0
Lỗ chuyển sang năm sau không ghi nhận thuế hoãn lại,Các khoản điều chỉnh: > Lỗ chuyển sang năm sau không ghi nhận thuế hoãn lại,Lỗ chuyển sang năm sau không ghi nhận thuế hoãn lại,23.599.940.499,244.164.437,23599940499.0,244164437.0
Chi phí thuế TNDN,Các khoản điều chỉnh: > Chi phí thuế TNDN,Chi phí thuế TNDN,383.282.516,-,383282516.0,
