row_label_raw,row_label_full,col_0,Số cuối năm,VND Số đầu năm,numeric__Số cuối năm,numeric__VND Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
Phải thu từ các bên liên quan(Thuyết minh số 32),Ngắn hạn > Phải thu từ các bên liên quan(Thuyết minh số 32),Phải thu từ các bên liên quan(Thuyết minh số 32),130.136.739.656,136.809.337.834,130136739656.0,136809337834.0
Phải thu nhân viên,Ngắn hạn > Phải thu nhân viên,Phải thu nhân viên,3.054.747.703,3.027.828.065,3054747703.0,3027828065.0
Lãi cho vay và lãi tiền gửi,Ngắn hạn > Lãi cho vay và lãi tiền gửi,Lãi cho vay và lãi tiền gửi,6.518.427.297,3.314.530.464,6518427297.0,3314530464.0
Cho vay không lãi suất,Ngắn hạn > Cho vay không lãi suất,Cho vay không lãi suất,1.149.957.945,1.635.794.070,1149957945.0,1635794070.0
Khác,Ngắn hạn > Khác,Khác,7.735.759.396,6.137.937.647,7735759396.0,6137937647.0
,,,148.595.631.997,150.925.428.080,148595631997.0,150925428080.0
Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,,
Khác,Dài hạn > Khác,Khác,-,400.000.000,,400000000.0
TỔNG CỘNG,Dài hạn > TỔNG CỘNG,TỔNG CỘNG,148.595.631.997,151.325.428.080,148595631997.0,151325428080.0
Dự phòng các khoản phải thu khác khó đòi,Dài hạn > Dự phòng các khoản phải thu khác khó đòi,Dự phòng các khoản phải thu khác khó đòi,(74.713.685.971),(44.586.526.728),-74713685971.0,-44586526728.0
GIÁ TRỊ THUẢN,Dài hạn > GIÁ TRỊ THUẢN,GIÁ TRỊ THUẢN,73.881.946.026,106.738.901.352,73881946026.0,106738901352.0
