row_label_raw,row_label_full,Tên công ty > Công ty TNHH MTVSử Thiên Thanh(Thuyết minh số 4),"Số cuối năm > Tỷ lệsở hữu vàbiểu quyết(%) > 100,00",Số cuối năm > Giá gốcVND > 345.793.853.960,Số cuối năm > Dự phòngVND > -,Số cuối năm > Giá trị còn lạiVND > 345.793.853.960,Số đầu năm > Tỷ lệsở hữu vàbiểu quyết(%) > -,Số đầu năm > Giá gốcVND > -,Số đầu năm > Dự phòngVND > -,Số đầu năm > Giá trị còn lạiVND > -,Địa điểm > BìnhDương,Ngành nghềkinh doanh > Thiết bịvệ sinh,"numeric__Số cuối năm > Tỷ lệsở hữu vàbiểu quyết(%) > 100,00",numeric__Số cuối năm > Giá gốcVND > 345.793.853.960,numeric__Số cuối năm > Dự phòngVND > -,numeric__Số cuối năm > Giá trị còn lạiVND > 345.793.853.960,numeric__Số đầu năm > Tỷ lệsở hữu vàbiểu quyết(%) > -,numeric__Số đầu năm > Giá gốcVND > -,numeric__Số đầu năm > Dự phòngVND > -,numeric__Số đầu năm > Giá trị còn lạiVND > -,numeric__Địa điểm > BìnhDương,numeric__Ngành nghềkinh doanh > Thiết bịvệ sinh
Công ty Cổ phần Lâmnghiệp Trường Thành,Công ty Cổ phần Lâmnghiệp Trường Thành,Công ty Cổ phần Lâmnghiệp Trường Thành,"99,97",59.564.847.684,(8.904.847.684),50.660.000.000,"99,97",59.564.847.684,(13.789.823.946),45.775.023.738,Đắk Lắk,Trồng rừng,99.97,59564847684.0,-8904847684.0,50660000000.0,99.97,59564847684.0,-13789823946.0,45775023738.0,,
Công ty Cổ phầnTrường Thành Xanh,Công ty Cổ phầnTrường Thành Xanh,Công ty Cổ phầnTrường Thành Xanh,"99,98",27.777.683.305,(20.883.550.603),6.894.132.702,"99,98",27.777.683.305,(19.864.716.114),7.912.967.191,Phú Yên,Trồng rừng,99.98,27777683305.0,-20883550603.0,6894132702.0,99.98,27777683305.0,-19864716114.0,7912967191.0,,
Công ty Cổ phần Trồngrừng Trường Thành,Công ty Cổ phần Trồngrừng Trường Thành,Công ty Cổ phần Trồngrừng Trường Thành,"79,89",26.809.360.000,(16.773.826.507),10.035.533.493,"79,89",26.809.360.000,(16.009.485.048),10.799.874.952,Đắk Lắk,Trồng rừng,79.89,26809360000.0,-16773826507.0,10035533493.0,79.89,26809360000.0,-16009485048.0,10799874952.0,,
Công ty Cổ phầnTrường Thành,Công ty Cổ phầnTrường Thành,Công ty Cổ phầnTrường Thành,"70,00",21.000.000.000,(21.000.000.000),-,"70,00",21.000.000.000,(21.000.000.000),-,Đắk Lắk,Sản xuấtđồ gỗ,70.0,21000000000.0,-21000000000.0,,70.0,21000000000.0,-21000000000.0,,,
Công ty Cổ phần Chếbiến Gỗ Trường Thành,Công ty Cổ phần Chếbiến Gỗ Trường Thành,Công ty Cổ phần Chếbiến Gỗ Trường Thành,"70,00",19.600.000.000,(19.600.000.000),-,"70,00",19.600.000.000,(19.600.000.000),-,Đắk Lắk,Sản xuấtđồ gỗ,70.0,19600000000.0,-19600000000.0,,70.0,19600000000.0,-19600000000.0,,,
Công ty Cổ phần Chếbiến Gỗ Trường ThànhM'Drắk,Công ty Cổ phần Chếbiến Gỗ Trường ThànhM'Drắk,Công ty Cổ phần Chếbiến Gỗ Trường ThànhM'Drắk,"90,25",9.885.456.454,(9.885.456.454),-,"90,25",9.885.456.454,(9.885.456.454),-,Đắk Lắk,Sản xuấtđồ gỗ,90.25,9885456454.0,-9885456454.0,,90.25,9885456454.0,-9885456454.0,,,
Công ty Cổ phần Đồ gỗCasadora,Công ty Cổ phần Đồ gỗCasadora,Công ty Cổ phần Đồ gỗCasadora,"60,00",8.280.000.000,(2.242.667.977),6.037.332.023,,,,,BìnhDương,Sản xuấtđồ gỗ,60.0,8280000000.0,-2242667977.0,6037332023.0,,,,,,
Công ty Cổ phần Quản lýCụm Công nghiệpTrường Thành - Ea H'leo,Công ty Cổ phần Quản lýCụm Công nghiệpTrường Thành - Ea H'leo,Công ty Cổ phần Quản lýCụm Công nghiệpTrường Thành - Ea H'leo,"97,30",5.400.000.000,(5.400.000.000),-,"97,30",5.400.000.000,(5.400.000.000),-,Đắk Lắk,Khu Côngnghiệp,97.3,5400000000.0,-5400000000.0,,97.3,5400000000.0,-5400000000.0,,,
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,,524.111.201.403,(104.690.349.225),419.420.852.178,,170.037.347.443,(105.549.481.562),64.487.865.881,,,,524111201403.0,-104690349225.0,419420852178.0,,170037347443.0,-105549481562.0,64487865881.0,,
