row_label_raw,row_label_full,Mã số > 01 > 02 > 03 > 04 > 05 > 06,CHỈ TIÊU > I. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH Tổng Iỗ kế toán trước thuế Điều chỉnh cho các khoản: Khấu hao tài sản cố định hữu hình và hao mòn tài sản cố định vô hình Các khoản dự phòng Lãi chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tế có gốc ngoại tệ (Lãi) Iỗ từ hoạt động đầu tư Lãi từ miễn một phần gốc vay Chi phí lãi vay,"Thuyết minh > 13, 1426",Năm nay > (963.025.621.017)78.639.741.373559.538.999.415(316.167.956)(17.077.171.558)-108.588.545.967,Năm trước > (699.981.056.634)31.266.700.619583.780.113.379(842.025.900)39.315.402.762(137.146.232.869)81.392.864.162,numeric__CHỈ TIÊU > I. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH Tổng Iỗ kế toán trước thuế Điều chỉnh cho các khoản: Khấu hao tài sản cố định hữu hình và hao mòn tài sản cố định vô hình Các khoản dự phòng Lãi chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tế có gốc ngoại tệ (Lãi) Iỗ từ hoạt động đầu tư Lãi từ miễn một phần gốc vay Chi phí lãi vay,"numeric__Thuyết minh > 13, 1426",numeric__Năm nay > (963.025.621.017)78.639.741.373559.538.999.415(316.167.956)(17.077.171.558)-108.588.545.967,numeric__Năm trước > (699.981.056.634)31.266.700.619583.780.113.379(842.025.900)39.315.402.762(137.146.232.869)81.392.864.162
08,08,08,Lỗ từ hoạt động kinh doanh trước thay đổi vốn lưu động Giảm các khoản phải thu (Tăng) giảm hàng tồn kho Giảm các khoản phải trả Giảm chi phí trả trước Tiền lãi vay đã trả Thuế thu nhập doanh nghiệp đã nộp Tiền chỉ khác cho hoạt động kinh doanh,(233.651.673.776)387.234.141.168(15.320.475.381)(124.446.601.856)502.929.519- (383.282.516)(300.000),(102.214.234.481)402.351.797.311213.914.913.236(480.691.507.813)4.890.106.308(15.377.667.542)(375.000.000)(37.100.000),,,,,
20,08 > 20,20,Lưu chuyển tiền thuần từ hoạt động kinh doanh,13.934.737.158,22.461.307.019,,,13934737158.0,22461307019.0,
,,,"II. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ Tiền chỉ để mua sắm, xây dựng tài sản cố định Tiền thu do thanh lý tài sản cố định Tiền chỉ cho vay và gửi ngân hàng có kỳ hạn Thu hồi tiền gửi ngân hàng có kỳ hạn và tiền cho vay Tiền chỉ đầu tư góp vốn vào đơn vị khác Tiền thu hồi từ bán các khoản đầu tư góp vốn vào đơn vị khác Tiền thu lãi tiền gửi và cho vay",(64.310.618.240)- (133.530.137.958)101.485.620.303(8.280.000.000)7.000.000.00011.899.269.249,(10.234.308.507)93.753.699(129.784.622.309)143.594.591.252(200.000.000)57.730.000.0006.638.536.776,,,,,
21,21,21,"II. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ Tiền chỉ để mua sắm, xây dựng tài sản cố định Tiền thu do thanh lý tài sản cố định Tiền chỉ cho vay và gửi ngân hàng có kỳ hạn Thu hồi tiền gửi ngân hàng có kỳ hạn và tiền cho vay Tiền chỉ đầu tư góp vốn vào đơn vị khác Tiền thu hồi từ bán các khoản đầu tư góp vốn vào đơn vị khác Tiền thu lãi tiền gửi và cho vay",(64.310.618.240)- (133.530.137.958)101.485.620.303(8.280.000.000)7.000.000.00011.899.269.249,(10.234.308.507)93.753.699(129.784.622.309)143.594.591.252(200.000.000)57.730.000.0006.638.536.776,,,,,
22,22,22,"II. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ Tiền chỉ để mua sắm, xây dựng tài sản cố định Tiền thu do thanh lý tài sản cố định Tiền chỉ cho vay và gửi ngân hàng có kỳ hạn Thu hồi tiền gửi ngân hàng có kỳ hạn và tiền cho vay Tiền chỉ đầu tư góp vốn vào đơn vị khác Tiền thu hồi từ bán các khoản đầu tư góp vốn vào đơn vị khác Tiền thu lãi tiền gửi và cho vay",(64.310.618.240)- (133.530.137.958)101.485.620.303(8.280.000.000)7.000.000.00011.899.269.249,(10.234.308.507)93.753.699(129.784.622.309)143.594.591.252(200.000.000)57.730.000.0006.638.536.776,,,,,
23,23,23,"II. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ Tiền chỉ để mua sắm, xây dựng tài sản cố định Tiền thu do thanh lý tài sản cố định Tiền chỉ cho vay và gửi ngân hàng có kỳ hạn Thu hồi tiền gửi ngân hàng có kỳ hạn và tiền cho vay Tiền chỉ đầu tư góp vốn vào đơn vị khác Tiền thu hồi từ bán các khoản đầu tư góp vốn vào đơn vị khác Tiền thu lãi tiền gửi và cho vay",(64.310.618.240)- (133.530.137.958)101.485.620.303(8.280.000.000)7.000.000.00011.899.269.249,(10.234.308.507)93.753.699(129.784.622.309)143.594.591.252(200.000.000)57.730.000.0006.638.536.776,,,,,
24,24,24,"II. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ Tiền chỉ để mua sắm, xây dựng tài sản cố định Tiền thu do thanh lý tài sản cố định Tiền chỉ cho vay và gửi ngân hàng có kỳ hạn Thu hồi tiền gửi ngân hàng có kỳ hạn và tiền cho vay Tiền chỉ đầu tư góp vốn vào đơn vị khác Tiền thu hồi từ bán các khoản đầu tư góp vốn vào đơn vị khác Tiền thu lãi tiền gửi và cho vay",(64.310.618.240)- (133.530.137.958)101.485.620.303(8.280.000.000)7.000.000.00011.899.269.249,(10.234.308.507)93.753.699(129.784.622.309)143.594.591.252(200.000.000)57.730.000.0006.638.536.776,,,,,
25,25,25,"II. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ Tiền chỉ để mua sắm, xây dựng tài sản cố định Tiền thu do thanh lý tài sản cố định Tiền chỉ cho vay và gửi ngân hàng có kỳ hạn Thu hồi tiền gửi ngân hàng có kỳ hạn và tiền cho vay Tiền chỉ đầu tư góp vốn vào đơn vị khác Tiền thu hồi từ bán các khoản đầu tư góp vốn vào đơn vị khác Tiền thu lãi tiền gửi và cho vay",(64.310.618.240)- (133.530.137.958)101.485.620.303(8.280.000.000)7.000.000.00011.899.269.249,(10.234.308.507)93.753.699(129.784.622.309)143.594.591.252(200.000.000)57.730.000.0006.638.536.776,,,,,
26,26,26,"II. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ Tiền chỉ để mua sắm, xây dựng tài sản cố định Tiền thu do thanh lý tài sản cố định Tiền chỉ cho vay và gửi ngân hàng có kỳ hạn Thu hồi tiền gửi ngân hàng có kỳ hạn và tiền cho vay Tiền chỉ đầu tư góp vốn vào đơn vị khác Tiền thu hồi từ bán các khoản đầu tư góp vốn vào đơn vị khác Tiền thu lãi tiền gửi và cho vay",(64.310.618.240)- (133.530.137.958)101.485.620.303(8.280.000.000)7.000.000.00011.899.269.249,(10.234.308.507)93.753.699(129.784.622.309)143.594.591.252(200.000.000)57.730.000.0006.638.536.776,,,,,
27,27,27,"II. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ Tiền chỉ để mua sắm, xây dựng tài sản cố định Tiền thu do thanh lý tài sản cố định Tiền chỉ cho vay và gửi ngân hàng có kỳ hạn Thu hồi tiền gửi ngân hàng có kỳ hạn và tiền cho vay Tiền chỉ đầu tư góp vốn vào đơn vị khác Tiền thu hồi từ bán các khoản đầu tư góp vốn vào đơn vị khác Tiền thu lãi tiền gửi và cho vay",(64.310.618.240)- (133.530.137.958)101.485.620.303(8.280.000.000)7.000.000.00011.899.269.249,(10.234.308.507)93.753.699(129.784.622.309)143.594.591.252(200.000.000)57.730.000.0006.638.536.776,,,,,
