row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,Nghiệp vụ,Số cuối năm,VND Số đầu năm,numeric__Mối quan hệ,numeric__Nghiệp vụ,numeric__Số cuối năm,numeric__VND Số đầu năm
Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,,,,
Công ty Cổ phần Chế biến Gỗ Trường Thành,Phải thu ngắn hạn khác > Công ty Cổ phần Chế biến Gỗ Trường Thành,Công ty Cổ phần Chế biến Gỗ Trường Thành,Công ty con,Cho mượnLãi cho vay,54.663.980.01616.958.870.243,54.635.296.81016.958.870.243,,,5.466398001616959e+21,5.463529681016958e+21
Công ty Cổ phần Trường Thành,Phải thu ngắn hạn khác > Công ty Cổ phần Trường Thành,Công ty Cổ phần Trường Thành,Công ty con,Lãi cho vayCho mượn,18.540.646.105206.002.106,18.540.646.105519.318.900,,,1.8540646105206e+19,1.8540646105519317e+19
Công ty Cổ phần Lâm nghiệp Trường Thành,Phải thu ngắn hạn khác > Công ty Cổ phần Lâm nghiệp Trường Thành,Công ty Cổ phần Lâm nghiệp Trường Thành,Công ty con,Lãi cho vayChi hộ,5.042.560.314135.045.460,5.485.063.829116.895.460,,,5.042560314135045e+18,5.485063829116895e+18
Công ty Cổ phần Vật liệu Xây dựng Trường Thành – Phước An,Phải thu ngắn hạn khác > Công ty Cổ phần Vật liệu Xây dựng Trường Thành – Phước An,Công ty Cổ phần Vật liệu Xây dựng Trường Thành – Phước An,Công ty con,Lãi cho vayChi hộ,4.747.696.32576.303.700,4.747.696.32565.303.700,,,4.747696325763037e+17,4.747696325653037e+17
Công ty Cổ phần Chế biến Gỗ Trường Thành M'Đrák,Phải thu ngắn hạn khác > Công ty Cổ phần Chế biến Gỗ Trường Thành M'Đrák,Công ty Cổ phần Chế biến Gỗ Trường Thành M'Đrák,Công ty con,Lãi cho vayCho mượn,1.798.906.664506.802.300,1.798.906.664499.652.300,,,1.7989066645068022e+18,1.7989066644996524e+18
Công ty Cổ phần Nông Lâm Công nghiệp Trường An,Phải thu ngắn hạn khác > Công ty Cổ phần Nông Lâm Công nghiệp Trường An,Công ty Cổ phần Nông Lâm Công nghiệp Trường An,Công ty con,Lãi cho vayChi hộ,1.223.333.33859.803.700,1.223.333.33854.303.700,,,1.223333338598037e+17,1.223333338543037e+17
Công ty TNHH Trồng rừng Trường Thành OJI,Phải thu ngắn hạn khác > Công ty TNHH Trồng rừng Trường Thành OJI,Công ty TNHH Trồng rừng Trường Thành OJI,Công ty liên doanh,Chi hộLãi cho vay,-756.855.551,6.091.078.433770.737.668,,,-756855551.0,6.091078433770738e+18
Công ty Cổ phần Quản lý Cụm Công nghiệp Trường Thành - Ea Hleo,Phải thu ngắn hạn khác > Công ty Cổ phần Quản lý Cụm Công nghiệp Trường Thành - Ea Hleo,Công ty Cổ phần Quản lý Cụm Công nghiệp Trường Thành - Ea Hleo,Công ty con,Cho mượn,24.921.229.364,24.908.579.364,,,24921229364.0,24908579364.0
Ông Mai Hữu Tín,Phải thu ngắn hạn khác > Ông Mai Hữu Tín,Ông Mai Hữu Tín,Chủ tịch HĐQT,Chi hộ,228.449.991,227.380.995,,,228449991.0,227380995.0
Công ty Cổ phần Trồng rừng Trường Thành,Phải thu ngắn hạn khác > Công ty Cổ phần Trồng rừng Trường Thành,Công ty Cổ phần Trồng rừng Trường Thành,Công ty con,Chi hộ,117.120.300,109.970.300,,,117120300.0,109970300.0
Công ty Cổ phần Bao bì Trường Thành,Phải thu ngắn hạn khác > Công ty Cổ phần Bao bì Trường Thành,Công ty Cổ phần Bao bì Trường Thành,Công ty liên kết,Chi hộ,59.803.700,54.303.700,,,59803700.0,54303700.0
Công ty Cổ phần Trường Thành Xanh,Phải thu ngắn hạn khác > Công ty Cổ phần Trường Thành Xanh,Công ty Cổ phần Trường Thành Xanh,Công ty con,Cho mượn,18.150.000,-,,,18150000.0,
Công ty Cổ phần Đồ gỗ Casadora,Phải thu ngắn hạn khác > Công ty Cổ phần Đồ gỗ Casadora,Công ty Cổ phần Đồ gỗ Casadora,Công ty con,Lãi cho vay,39.430.479,-,,,39430479.0,
Sử Thiên Thanh,Phải thu ngắn hạn khác > Sử Thiên Thanh,Sử Thiên Thanh,Công ty con,Cho mượn,35.750.000,-,,,35750000.0,
Công ty Cổ phần Lâm sản Trường Thành,Phải thu ngắn hạn khác > Công ty Cổ phần Lâm sản Trường Thành,Công ty Cổ phần Lâm sản Trường Thành,Công ty con,Chi hộ,-,2.000.000,,,,2000000.0
,,,,,130.136.739.656,136.809.337.834,,,130136739656.0,136809337834.0
