row_label_raw,row_label_full,col_0,31/12/2024Triệu VND,31/12/2023Triệu VND,numeric__31/12/2024Triệu VND,numeric__31/12/2023Triệu VND
Xây dựng cơ bản dở dang,Xây dựng cơ bản dở dang,Xây dựng cơ bản dở dang,339.472,412.334,339472.0,412334.0
"Trong đó, những dự án lớn:","Trong đó, những dự án lớn:","Trong đó, những dự án lớn:",242.212,128.761,242212.0,128761.0
Dự án trụ sở Chi nhánh Tân Định,Dự án trụ sở Chi nhánh Tân Định,Dự án trụ sở Chi nhánh Tân Định,46.347,38.884,46347.0,38884.0
Dự án trụ sở Chi nhánh Bình Dương,Dự án trụ sở Chi nhánh Bình Dương,Dự án trụ sở Chi nhánh Bình Dương,47.969,25.384,47969.0,25384.0
Dự án trụ sở Chi nhánh Hoàn Kiểm,Dự án trụ sở Chi nhánh Hoàn Kiểm,Dự án trụ sở Chi nhánh Hoàn Kiểm,44.602,21.432,44602.0,21432.0
Dự án trụ sở Chi nhánh Đông Bình Dương,Dự án trụ sở Chi nhánh Đông Bình Dương,Dự án trụ sở Chi nhánh Đông Bình Dương,38.037,19.778,38037.0,19778.0
Dự án trụ sở Chi nhánh Đồng Tháp,Dự án trụ sở Chi nhánh Đồng Tháp,Dự án trụ sở Chi nhánh Đồng Tháp,10.702,10.702,10702.0,10702.0
Dự án trụ sở Chi nhánh Bạc Liêu,Dự án trụ sở Chi nhánh Bạc Liêu,Dự án trụ sở Chi nhánh Bạc Liêu,11.261,8.380,11261.0,8380.0
Dự án Trung tâm số hóa và kho lưu trữ Bắc Ninh,Dự án Trung tâm số hóa và kho lưu trữ Bắc Ninh,Dự án Trung tâm số hóa và kho lưu trữ Bắc Ninh,41.464,2.371,41464.0,2371.0
Dự án trụ sở Chi nhánh Thành phố Hồ Chí Minh,Dự án trụ sở Chi nhánh Thành phố Hồ Chí Minh,Dự án trụ sở Chi nhánh Thành phố Hồ Chí Minh,1.830,1.830,1830.0,1830.0
